non_performing_account_id,non_performing_amount,tier1,risk_weighted_assets,created_date,account_id,description
10753,398149,374713,941853,2022-03-16,7124,abc
24965,496617,506480,195230,2019-12-27,2923,xyz
28128,180211,974872,732955,2021-02-02,10374,xyz
36183,767643,678038,885711,2022-04-08,17328,xyz
25008,840136,116949,438765,2022-04-03,6982,xyz
14832,810636,822712,990749,2022-06-23,2362,abc
35242,645931,200609,631490,2020-06-02,1958,xyz
29800,483371,182683,380398,2021-03-18,28591,abc
36977,352055,577950,916485,2019-11-16,35698,abc
19471,434405,178603,447263,2020-07-12,30349,xyz
23328,497915,573416,177493,2020-06-06,29335,xyz
32544,671312,334322,565502,2020-03-31,29864,xyz
14621,208875,426574,190171,2020-04-19,17100,abc
17111,441592,321129,408397,2021-01-15,16063,abc
17869,854513,521564,737940,2022-02-01,3198,xyz
9327,461053,764715,637300,2022-10-22,34341,xyz
14551,757546,351042,324018,2021-11-06,31432,abc
18890,837153,176642,752152,2021-06-15,29220,xyz
22447,802247,865965,951910,2021-06-09,8636,xyz
8300,300260,338087,336654,2022-04-21,8584,xyz
21360,592825,140404,351688,2021-07-25,38781,xyz
25084,444486,566012,378263,2019-09-09,23968,abc
2173,177417,796030,429772,2020-12-19,23731,xyz
30782,831155,725779,859911,2020-05-09,6680,xyz
29835,916994,816252,535141,2022-08-18,8366,xyz
39311,568310,782834,121281,2023-07-13,30173,abc
13181,271210,292309,217283,2023-03-25,11628,abc
9492,343658,870108,992504,2023-06-19,13851,abc
36188,681588,520317,889098,2020-04-05,5723,xyz
4520,813502,147168,811798,2022-03-25,27129,abc
19019,870786,650961,684220,2022-09-08,24886,xyz
33708,980823,799261,688964,2021-04-08,32379,xyz
24422,449828,521412,754673,2022-05-08,24034,abc
38798,160729,823966,212185,2020-11-09,21917,xyz
28138,931150,740760,411029,2023-06-08,19024,xyz
28009,877219,458208,325712,2023-04-24,13013,xyz
13399,899863,953627,313860,2021-05-12,15613,xyz
25584,538236,826383,901405,2020-02-18,12787,abc
25434,236955,351230,403598,2022-08-01,31680,xyz
12584,171603,370963,246890,2020-03-10,23749,abc
5656,814728,927102,420059,2021-09-10,10148,abc
13741,537761,412599,354128,2019-10-26,32743,xyz
38523,237116,510909,554558,2021-06-22,10439,abc
39816,602417,452150,264995,2021-12-15,4975,abc
18037,284479,823516,733684,2022-01-09,28738,xyz
15607,253658,987499,625260,2022-07-04,35572,xyz
29351,808560,967501,100638,2022-09-12,16195,xyz
35561,911038,900516,391824,2021-01-03,22615,abc
8245,279860,527722,134811,2020-06-22,39307,abc
29558,246401,863886,110977,2020-12-02,26603,abc
18897,894151,463748,781436,2022-02-27,38958,abc
17302,555179,302086,311671,2022-05-11,35148,xyz
34771,554097,655337,799085,2020-12-17,13044,abc
19252,445693,880239,365666,2019-12-09,16914,abc
34604,775954,803575,806275,2021-11-12,10941,xyz
25212,442724,577703,491186,2023-07-05,39607,abc
17877,717266,247154,156762,2022-10-27,29123,abc
8045,381081,428686,893796,2020-07-18,8671,abc
29088,207430,781352,483704,2023-04-25,7979,xyz
1026,388266,524425,221191,2023-02-06,36913,xyz
18462,671799,673827,250531,2021-04-12,18488,xyz
30151,502368,578799,193672,2021-11-17,24382,xyz
2195,597080,840316,366106,2020-12-01,4377,abc
14838,285745,668540,221055,2019-10-16,2908,abc
10537,424388,471815,487855,2023-02-10,879,xyz
34794,553292,309243,761228,2020-04-12,30288,xyz
19258,776293,588450,543310,2023-05-26,5217,abc
5300,789305,885318,574769,2023-03-26,34682,abc
4807,958375,711567,760056,2022-03-04,29813,abc
16664,567983,656394,112760,2020-06-16,10759,abc
12139,361398,742424,163831,2023-01-28,20733,xyz
33097,275019,850599,585674,2019-12-30,5241,abc
30252,288946,763886,852862,2020-10-17,21939,xyz
4802,154595,671199,903501,2022-05-27,33882,abc
3572,504358,292419,974694,2023-03-03,8553,abc
11026,852305,145253,281761,2021-08-31,25220,xyz
29247,881023,151565,839426,2020-04-11,19519,xyz
20501,243849,155129,124106,2022-08-02,1164,abc
13825,525680,371111,458711,2020-03-28,17690,abc
23501,827981,748957,856526,2020-07-31,15511,xyz
37312,675407,186415,916433,2020-01-26,26,xyz
35182,128963,390523,254738,2022-09-27,16113,xyz
6583,587181,370126,959759,2021-03-26,24834,abc
39752,443317,622364,685138,2021-05-16,25935,xyz
20079,985267,992203,251753,2020-04-04,39897,abc
3721,173910,825020,366466,2021-01-23,26549,xyz
3610,873352,434487,133110,2021-07-19,28920,xyz
5786,525046,168136,708159,2021-03-21,17778,abc
26588,734152,939383,697604,2020-11-21,16227,abc
3606,230365,740584,183417,2023-03-19,18473,abc
25093,719404,493060,622439,2023-04-09,4157,xyz
6347,335691,421301,205439,2023-06-03,34306,xyz
34507,906755,282552,980868,2020-03-17,19551,xyz
13964,507444,546691,471536,2022-05-19,32870,xyz
32344,404304,366653,205861,2021-10-18,3671,abc
15821,381073,179437,668607,2020-01-20,25045,xyz
18958,897484,118927,154183,2021-08-15,21585,abc
26421,624584,735984,374337,2021-08-14,7683,xyz
28179,679573,120208,850900,2022-06-03,13752,xyz
14271,126117,210278,359813,2022-04-02,20248,abc
961,701152,467655,191032,2020-01-23,22776,abc
37755,464231,222127,606127,2021-10-07,37607,xyz
30752,692580,205017,146058,2021-09-08,394,abc
26267,567473,354521,965965,2020-05-09,26348,xyz
27344,659935,209818,186918,2023-02-28,4769,abc
23519,440546,549055,974765,2023-02-02,23214,abc
16731,706916,886665,387121,2022-09-26,1146,xyz
17960,591691,392403,129035,2020-05-21,17157,abc
39188,568727,397047,595277,2022-12-31,25215,xyz
25093,700594,369131,665412,2019-09-10,23175,abc
2266,214029,962318,633802,2022-09-04,36069,xyz
19546,299507,826736,975242,2020-02-13,32607,abc
39399,767296,958325,617752,2023-05-31,4880,abc
33313,404571,478928,898658,2019-10-19,735,abc
6614,102425,814278,391911,2022-08-04,11671,xyz
36020,538276,613032,314295,2019-09-11,352,xyz
34826,547177,279231,690483,2021-02-28,6221,xyz
11231,303678,484246,976484,2020-09-26,20282,abc
21130,762780,763231,258023,2023-03-24,34893,xyz
15216,496951,841977,373932,2019-10-23,19355,abc
29773,973578,683229,640034,2019-11-11,18584,xyz
5565,634479,508765,983088,2021-11-06,3700,abc
33991,229591,655856,353937,2019-07-30,16583,xyz
32987,133265,185541,692263,2020-01-01,25600,abc
21836,785288,679549,436650,2023-02-11,10287,xyz
8997,334922,260135,863213,2020-08-20,5311,xyz
29498,628862,961223,876211,2023-02-19,5393,xyz
14119,363568,884193,431642,2022-02-06,7656,abc
13430,628827,124515,818035,2019-09-20,32978,abc
33809,765853,478045,207815,2023-03-31,35783,xyz
39460,144125,117258,105034,2021-10-05,21628,xyz
21294,128288,868876,152278,2022-06-27,28675,abc
28869,810077,929350,409591,2022-02-01,31871,abc
15435,261921,268073,293928,2023-01-12,24861,xyz
28841,555734,431488,269698,2020-01-15,1943,xyz
12933,543463,595368,377443,2019-10-24,9571,abc
38336,257667,342164,612160,2021-05-01,39357,xyz
11475,471930,426943,470716,2020-02-27,2540,abc
31729,757978,849590,430317,2021-03-25,27929,abc
4845,332923,680254,309982,2019-08-13,32529,xyz
35654,507914,242772,413351,2020-10-02,22592,abc
14391,792432,913039,405414,2023-06-18,39995,abc
27787,176915,556171,417328,2020-04-13,33687,xyz
28096,512096,115242,885874,2022-01-20,27936,abc
35488,829967,645455,403072,2023-01-20,12495,abc
32442,266615,263859,124531,2023-07-24,33393,abc
8276,982379,298731,816049,2023-07-08,11939,xyz
36182,797755,334506,660553,2022-06-08,15367,abc
25222,665631,756530,416347,2022-01-12,36567,xyz
34685,553043,834659,762656,2022-06-24,36873,xyz
3289,675300,999526,164893,2022-12-12,38660,xyz
7861,192650,336109,889330,2023-01-05,15726,abc
26663,125107,467070,179150,2020-05-08,25775,xyz
8766,538627,455793,426980,2022-04-18,21635,abc
3471,674545,249687,955185,2021-09-22,3139,xyz
5892,811956,321358,632414,2020-12-08,20837,abc
34291,786517,466993,634126,2022-08-12,28966,abc
8202,851978,270730,606290,2021-11-04,28359,xyz
6651,796183,297350,257666,2020-12-11,14419,xyz
20423,144490,345472,237427,2021-08-23,5941,xyz
14924,817321,446424,295246,2019-09-05,14274,abc
15353,859148,305775,187365,2020-06-16,1920,xyz
10488,471874,363853,292492,2021-07-22,32963,abc
28377,914948,165159,721761,2021-04-21,16109,abc
36574,102479,333662,969698,2021-07-22,39664,abc
2175,468830,839759,176660,2022-10-04,14837,abc
903,808111,893443,245001,2019-12-15,8577,xyz
16738,783075,907654,133576,2020-08-16,21465,xyz
1179,497440,421585,633907,2021-09-15,7633,xyz
23721,539459,682028,902463,2022-07-26,21196,abc
12517,985625,593654,666300,2023-02-19,19091,abc
11915,193720,493841,146582,2022-03-05,26336,xyz
29277,774788,626670,691057,2022-04-11,26863,abc
21103,204627,107299,174126,2022-07-23,3729,xyz
24325,115102,828909,284319,2021-04-28,33236,xyz
34997,904312,836045,186391,2021-12-11,1868,abc
11153,459881,756062,592114,2020-07-04,1560,xyz
37671,186705,576681,945467,2021-11-21,22459,xyz
6231,520255,118836,370289,2022-03-30,38072,xyz
51,263695,741855,363208,2022-10-06,10142,xyz
39935,793403,398773,307356,2022-09-06,29872,xyz
27909,679374,955892,271493,2021-03-06,7132,abc
35885,145947,216816,162700,2020-05-04,1777,abc
22589,920145,448719,325064,2019-09-16,35730,abc
17765,806929,735238,764411,2023-04-18,15409,xyz
397,376039,819575,157683,2020-02-14,25443,xyz
39057,929773,402132,922418,2020-10-26,16445,xyz
36723,132405,567099,679640,2022-07-29,30249,xyz
8934,350463,698493,576948,2022-02-14,30038,xyz
10450,365753,554481,967440,2022-10-21,32156,abc
34064,284632,986949,543095,2023-03-17,28071,xyz
17279,802158,761353,188073,2022-02-17,2463,xyz
27893,164304,779690,495369,2022-10-01,6832,xyz
28693,448359,771158,683357,2021-08-25,5566,xyz
22712,380387,326093,253540,2022-05-01,12204,xyz
6488,271779,224934,601322,2022-06-26,31568,xyz
31765,935857,427987,333938,2020-09-28,28868,abc
19640,866897,159271,813960,2023-01-25,14586,xyz
19040,928336,461627,379653,2021-03-20,18187,abc
11460,260604,192153,408492,2021-11-14,25665,abc
29783,749404,278461,229596,2023-02-19,32809,abc
2279,748650,154027,869193,2020-12-18,3962,abc
18317,285222,425977,515634,2020-06-14,27660,xyz
7019,158673,442181,915640,2019-12-30,6607,xyz
4761,993467,538641,524186,2019-10-06,10523,xyz
19872,790231,965963,429698,2022-12-12,3841,xyz
21372,651945,974982,840037,2023-03-05,39676,abc
16504,789143,801776,750976,2021-07-18,9463,abc
35322,366101,302484,443510,2023-06-05,34068,abc
6380,309846,361560,905194,2023-01-29,20252,abc
18631,313142,169681,443321,2019-09-18,10840,abc
30925,725110,339847,454853,2023-03-03,39510,xyz
19316,580852,131434,585449,2019-08-03,8942,xyz
6855,818074,111699,116070,2022-09-13,11281,abc
9155,447239,294675,266957,2022-01-16,18948,xyz
30433,381730,911457,290795,2022-08-29,30578,abc
4284,202552,145287,628714,2022-03-25,9270,abc
22344,927915,404900,278934,2019-12-05,22084,abc
11310,458794,819277,521313,2021-08-07,39700,abc
9935,994992,918055,873362,2021-10-13,23121,abc
23530,347975,907107,814959,2020-12-12,25487,xyz
18897,291182,184361,141343,2020-10-16,8294,xyz
29709,464600,103341,223128,2021-05-06,17597,xyz
33261,483335,571652,568984,2023-05-07,24497,xyz
25359,103904,510069,662079,2021-12-03,2967,xyz
8814,667157,459275,302260,2022-12-20,39292,abc
9377,838596,550596,991626,2020-06-30,735,abc
20156,284881,901744,310559,2021-01-21,12385,abc
23288,552108,625339,362414,2022-12-12,16362,abc
26738,342477,921447,249701,2022-03-28,3855,abc
28720,148483,495555,563714,2021-01-28,2585,abc
9964,105906,859382,997674,2023-03-28,10453,abc
2483,450511,954302,357271,2022-01-29,20288,abc
35231,783918,273021,209948,2021-05-03,17109,xyz
34089,861499,629079,525006,2023-03-11,16575,xyz
36486,157750,577113,272559,2020-12-19,11044,xyz
28529,616373,106228,507146,2022-10-06,36428,xyz
9675,628635,846268,200617,2021-09-25,26270,xyz
24500,396685,158861,884943,2019-12-28,21685,abc
25473,644752,304478,329851,2021-09-28,23906,xyz
20197,836709,483895,260353,2021-08-06,24899,xyz
24417,698679,846404,886736,2021-02-28,6957,abc
30383,821229,294818,788478,2020-09-18,19665,abc
34168,140766,239112,536983,2021-07-03,14970,abc
7404,325302,603418,625369,2022-07-04,22408,abc
23483,613989,643986,513116,2021-07-22,34587,xyz
23145,779631,556715,853953,2021-03-28,16445,xyz
9904,337032,980694,126899,2021-08-04,29031,xyz
30261,544755,337755,210990,2023-01-14,35955,xyz
20545,880828,332161,983025,2020-04-25,28675,abc
32039,976483,882253,966351,2020-10-29,39347,abc
24077,922867,625708,749994,2022-08-09,5283,xyz
6613,828154,493186,761635,2021-12-27,38095,abc
5032,682870,196341,304888,2019-11-04,12739,xyz
22723,738415,894941,360572,2022-09-07,34056,abc
4112,144042,853509,666063,2022-12-24,9810,abc
25766,261033,916722,276080,2019-08-30,33979,xyz
39580,841257,700214,972518,2022-04-03,9566,abc
27439,233944,746813,425883,2019-09-17,32859,xyz
12871,247162,689744,690531,2021-12-17,29995,xyz
25611,445796,825056,478258,2022-02-23,10524,abc
35983,805659,118319,878345,2019-09-27,23395,xyz
33788,770216,158609,897646,2020-10-17,21835,xyz
19335,324208,676964,348884,2020-05-18,7209,abc
39320,208844,829652,921304,2022-06-06,13320,abc
39406,964818,253528,912022,2020-03-22,34017,abc
34003,993403,798938,647266,2021-05-18,5210,abc
4681,936421,729749,984376,2021-01-05,18174,abc
8984,590964,966150,902121,2022-10-07,34830,abc
17968,723773,690500,898086,2021-02-08,20213,abc
35121,197457,362636,632029,2021-08-26,33038,abc
12775,744495,510699,255721,2023-06-21,8927,xyz
3810,337934,706211,641570,2022-08-03,227,xyz
6730,248569,712762,606198,2021-07-30,15990,xyz
38270,211141,435561,289291,2023-04-29,34958,abc
9674,927769,742159,586404,2021-07-22,25368,xyz
27467,808733,401315,659325,2020-09-03,8244,abc
334,600053,704791,366289,2021-11-11,39086,xyz
30598,689672,114764,150949,2021-04-20,26877,xyz
22653,507814,446279,531776,2022-02-21,8412,xyz
35421,811938,378396,370393,2022-05-15,35567,abc
8627,888825,789985,938698,2020-11-08,10185,xyz
6425,703258,422109,119632,2021-07-05,12213,abc
35420,994945,864631,392877,2021-01-03,17193,xyz
26112,902994,866111,946892,2020-04-10,35043,xyz
36747,643815,603445,107340,2022-08-23,21329,xyz
17531,321842,869912,919463,2021-05-31,35687,xyz
37356,806260,465348,386807,2023-01-06,22959,abc
3524,854612,667125,453671,2019-12-11,28168,abc
11432,572768,509857,979861,2022-02-24,21092,xyz
23734,118245,110895,212914,2020-02-14,7898,abc
13134,232158,499014,584976,2021-01-25,25493,xyz
17918,888331,695701,715316,2020-07-02,14946,abc
30482,265468,592460,134308,2021-03-06,39459,xyz
6269,133768,106338,517774,2022-02-01,17713,xyz
2532,916580,346438,613598,2022-09-11,11358,abc
16178,387005,297382,489236,2019-09-03,38448,abc
13792,762114,382955,548295,2022-06-10,12030,abc
5817,790916,488574,546528,2023-02-22,18891,xyz
28052,843006,180649,892099,2020-01-08,25028,abc
7068,239298,833420,763402,2021-06-08,32775,abc
34309,422049,391459,764482,2023-02-20,22479,abc
28277,696704,997674,559506,2022-08-23,35525,abc
38295,777719,199852,850556,2021-03-08,19701,xyz
18107,395619,903423,714542,2022-09-03,29389,xyz
16658,452566,727861,190096,2021-01-01,13831,xyz
8978,141804,452969,356196,2021-05-08,16859,abc
17408,754894,268184,161974,2023-01-09,7068,abc
34295,108698,310297,760042,2019-10-30,9251,xyz
551,943635,909922,317953,2022-12-24,27053,xyz
22470,573189,593192,695125,2022-04-24,16316,xyz
62,433741,316207,415865,2021-12-06,2072,xyz
23706,442130,853562,165595,2021-12-30,15814,abc
35447,743166,322945,113009,2021-04-18,37784,abc
1993,196782,141728,141642,2022-05-10,17181,abc
33278,135226,641737,297813,2020-10-26,21838,abc
20729,681813,977153,121928,2022-04-09,13941,xyz
7529,237962,198418,460469,2022-10-10,33229,xyz
13894,991954,337235,102404,2023-03-14,21427,xyz
8929,278198,205705,473982,2021-06-22,12543,xyz
21880,470290,604490,673665,2022-12-07,7022,abc
8821,852076,806085,871763,2020-04-15,12787,abc
22314,919019,825575,679838,2022-04-10,37037,abc
35036,961342,370395,910081,2021-04-27,8406,abc
12244,956075,637499,744648,2021-01-05,19514,xyz
792,877059,146658,202893,2022-08-10,26035,xyz
14695,897735,553875,321566,2019-12-17,36688,xyz
39813,720340,969126,441562,2021-09-14,4137,abc
36440,677870,110672,212826,2019-12-04,9941,abc
18153,100252,835118,248554,2023-06-15,20077,abc
15446,534006,168114,614796,2019-07-30,2264,abc
30785,209146,592117,233377,2022-10-14,20745,abc
9392,623581,519719,629311,2021-11-04,18276,abc
30134,931327,309878,307761,2021-09-11,33115,xyz
28273,306855,268499,965800,2020-01-04,5305,xyz
19356,921746,739596,497060,2019-08-17,32344,abc
18764,326075,697824,408655,2021-09-01,2117,abc
17974,723779,679144,749803,2020-03-04,11324,xyz
1072,352162,892282,642666,2021-10-05,28282,xyz
7513,715064,739144,447982,2020-06-06,15160,abc
14391,269449,656080,445625,2023-06-25,27605,xyz
30006,163039,378668,384411,2022-12-15,30727,xyz
34065,824081,100417,412259,2022-02-15,18084,abc
32417,650643,165913,683009,2022-03-23,31775,xyz
4194,726097,874800,730837,2022-03-21,15297,abc
22390,276137,371182,785804,2020-05-15,38692,xyz
27235,786666,534661,276122,2020-09-17,6986,xyz
18669,961843,518362,696678,2019-12-21,27129,abc
21441,514202,845854,263911,2021-08-13,18153,xyz
34946,249066,187142,484530,2022-01-06,24595,xyz
5641,837115,551155,914234,2019-08-21,11544,abc
30803,713072,582857,211554,2019-10-29,10441,abc
39617,226348,429516,693530,2020-06-28,33326,xyz
10654,642372,358391,309471,2021-09-09,13964,xyz
24651,820779,382957,531536,2023-03-24,38451,xyz
18206,834342,698748,140202,2020-12-14,15301,xyz
22620,172075,964783,738124,2023-01-29,24543,abc
37229,775344,597506,110101,2023-01-06,9962,abc
21895,111115,184071,215825,2021-03-10,38806,xyz
559,895329,503845,647447,2020-03-31,21335,xyz
27598,672620,559439,943547,2023-05-04,6091,abc
19619,552759,497030,868422,2020-12-25,16908,xyz
938,434638,641107,409064,2023-02-16,11581,abc
31776,395454,316134,402221,2020-02-03,34172,xyz
6304,961827,624535,643211,2020-09-04,37295,xyz
35904,142966,193352,355157,2019-08-04,14538,xyz
36383,239207,313818,701098,2020-02-14,29290,xyz
30577,597141,396450,441365,2021-02-15,12159,xyz
25277,925778,622402,678279,2019-08-03,21599,xyz
36727,251138,709536,829498,2022-12-12,10650,xyz
11519,462406,852025,720057,2022-04-10,14353,abc
19697,138326,955961,157919,2021-10-10,21470,xyz
12398,844367,337596,143977,2020-05-14,8167,xyz
17345,332499,666692,894273,2020-11-19,25622,xyz
4134,731368,685637,441937,2021-02-05,34385,abc
28999,660066,252208,455514,2022-04-11,30398,xyz
37260,895735,431698,489565,2022-02-22,15621,abc
14608,808012,588289,672788,2021-05-07,8612,abc
18219,184489,950545,948031,2021-06-14,17260,xyz
15061,739616,975970,362422,2023-04-09,10554,xyz
36117,194196,279916,716356,2020-07-24,18300,abc
18172,860623,172340,630496,2021-05-19,5784,abc
4458,410344,651371,952279,2020-06-05,17132,xyz
2214,320913,344637,866595,2023-02-24,19023,xyz
8080,156128,766287,666950,2019-12-08,17933,abc
14521,777149,218028,581151,2021-04-05,32958,xyz
39521,700670,743668,933941,2020-06-13,37989,xyz
14037,748744,220416,666075,2023-05-18,22253,xyz
9600,303827,806096,713790,2020-01-22,29634,xyz
25228,207191,316988,737224,2020-07-02,903,xyz
19153,353886,422583,896458,2020-01-07,7478,abc
20641,581904,634114,322452,2023-07-12,5949,xyz
26516,316640,687263,489167,2022-02-13,6150,xyz
14814,321544,392599,506570,2022-02-12,7819,xyz
5465,444465,269167,764922,2020-12-11,32993,abc
25385,879679,176328,719134,2023-02-25,3403,xyz
11372,550386,690200,447289,2021-07-16,24892,abc
29593,916961,867425,735963,2020-10-12,3310,abc
22022,643763,637969,701765,2021-11-12,21134,xyz
27855,134695,735643,858360,2019-10-22,31487,abc
