security_id,security_name,security_type,quantity,market_value,purchase_date,purchase_price,purchase_value
341,Santiago White and Frank securities,Money Market Instruments,4,51600,2018-02-13,12832,51331
342,Carter Ross and Carrillo securities,Money Market Instruments,85,29008,2020-05-08,337,28648
343,Burton Bautista and Bailey securities,Treasury Bills,82,90332,2021-06-07,1099,90198
344,Harris-Wong securities,Government Bonds,56,63802,2018-07-31,1136,63630
345,Roberts Collins and Gonzalez securities,Foreign Exchange,96,72091,2019-08-21,744,71429
346,Crane Gray and Stephens securities,Government Bonds,40,40546,2018-01-19,1005,40216
347,Nguyen Dennis and Kelly securities,Money Market Instruments,1,18772,2018-09-25,18525,18525
348,Romero Barnes and Andrews securities,Treasury Bills,62,23453,2021-06-02,367,22764
349,Richardson-Jenkins securities,Money Market Instruments,52,5786,2023-03-28,104,5455
350,Dominguez Moore and Mcdaniel securities,Government Bonds,45,25498,2017-10-01,560,25200
351,Le Lawson and Clark securities,Money Market Instruments,13,59911,2018-08-25,4571,59432
352,Drake-Escobar securities,Money Market Instruments,64,14908,2022-03-31,229,14715
353,Barr-King securities,Mortgage-Backed Securities,67,28681,2019-11-25,422,28318
354,Nguyen Fitzgerald and Hughes securities,Government Bonds,35,7865,2017-02-03,217,7620
355,Andrews Group securities,Money Market Instruments,62,43988,2020-11-30,705,43724
356,Rodriguez-Church securities,Corporate Bonds,82,7716,2021-11-27,91,7462
357,Santos Ltd securities,Asset-Backed Securities,54,82833,2016-09-20,1527,82505
358,Owen Rivas and Greene securities,Equity Securities,36,99536,2019-08-16,2755,99196
359,Robinson Perez and Rowland securities,Foreign Exchange,64,54889,2022-04-23,847,54247
360,Davis-Patel securities,Money Market Instruments,70,38755,2017-05-27,547,38296
361,Cook Ltd securities,Treasury Bills,34,91978,2018-09-09,2689,91456
362,Bowen LLC securities,Money Market Instruments,56,94339,2019-05-04,1678,93970
363,Mays LLC securities,Foreign Exchange,91,71180,2021-07-29,775,70604
364,Luna-Higgins securities,Asset-Backed Securities,50,18015,2017-06-24,348,17410
365,Graham Ltd securities,Government Bonds,67,19700,2019-05-24,291,19556
366,Ashley-Weaver securities,Corporate Bonds,67,80546,2020-01-21,1196,80183
367,Green-Guerrero securities,Mortgage-Backed Securities,70,48341,2018-05-09,682,47808
368,Estrada Group securities,Asset-Backed Securities,10,12373,2018-01-31,1172,11727
369,Newman and Sons securities,Mortgage-Backed Securities,72,88518,2022-07-12,1223,88086
370,Donovan Group securities,Government Bonds,57,31850,2018-07-11,549,31308
371,Ramirez Patel and Adams securities,Mortgage-Backed Securities,80,95714,2020-06-19,1194,95562
372,Morgan PLC securities,Government Bonds,75,31132,2017-12-07,409,30681
373,Mills Wilson and Mcdaniel securities,Asset-Backed Securities,100,82129,2016-09-26,816,81641
374,Lawson PLC securities,Foreign Exchange,48,38158,2022-08-29,790,37938
375,Joseph Graham and Hicks securities,Asset-Backed Securities,57,50179,2022-11-09,875,49875
376,Jones-Fletcher securities,Asset-Backed Securities,86,45238,2020-08-04,521,44807
377,Johns-Espinoza securities,Asset-Backed Securities,13,58748,2018-03-06,4467,58071
378,Cunningham-Bishop securities,Government Bonds,44,59167,2023-05-26,1333,58680
379,Chavez Young and Harris securities,Equity Securities,2,82356,2022-06-01,41076,82152
380,Stewart PLC securities,Money Market Instruments,11,28875,2019-04-10,2604,28653
381,Briggs PLC securities,Money Market Instruments,97,20078,2019-02-09,202,19595
382,Sanchez-Smith securities,Money Market Instruments,16,48233,2019-04-25,2980,47684
383,Hampton and Sons securities,Mortgage-Backed Securities,30,5207,2017-12-01,167,5017
384,Jones Powers and Turner securities,Corporate Bonds,1,50544,2017-09-14,50408,50408
385,Thomas Fuentes and Larsen securities,Government Bonds,12,36191,2019-02-22,2984,35818
386,Smith Edwards and Henderson securities,Money Market Instruments,70,48746,2023-02-14,688,48218
387,Bradford Hernandez and Powell securities,Treasury Bills,83,5968,2017-06-30,66,5517
388,Evans and Sons securities,Mortgage-Backed Securities,63,98988,2022-08-17,1561,98344
389,Pittman PLC securities,Corporate Bonds,88,24704,2018-09-25,273,24059
390,Horne LLC securities,Equity Securities,31,17011,2021-08-01,541,16787
391,Gonzales-Waller securities,Equity Securities,69,55444,2022-10-13,797,55014
392,Russell Group securities,Government Bonds,73,76750,2022-05-15,1047,76492
393,Williams Gomez and Murray securities,Corporate Bonds,39,53454,2023-03-26,1360,53056
394,Foster-Durham securities,Corporate Bonds,13,66320,2019-09-09,5089,66167
395,Castillo-Davis securities,Corporate Bonds,38,29220,2019-04-23,751,28563
396,Miller Inc securities,Corporate Bonds,4,19783,2020-06-22,4902,19609
397,Parker Booth and Gonzalez securities,Asset-Backed Securities,38,30529,2020-07-13,791,30076
398,Vasquez Patterson and Carter securities,Asset-Backed Securities,14,89245,2020-06-01,6353,88946
399,Whitney Morris and Solis securities,Treasury Bills,73,55933,2022-08-13,758,55364
400,Ryan-Moore securities,Asset-Backed Securities,4,81693,2019-07-10,20395,81582
401,Olson Group securities,Mortgage-Backed Securities,7,54140,2017-10-20,7714,54004
402,Martinez-Johnson securities,Mortgage-Backed Securities,67,23818,2017-06-30,347,23272
403,Dunn Inc securities,Asset-Backed Securities,25,28380,2020-03-24,1128,28221
404,Thomas-Jones securities,Equity Securities,34,25129,2020-05-25,726,24702
405,Jones Cowan and Mitchell securities,Government Bonds,31,34506,2021-11-24,1106,34289
406,Hall-Clark securities,Corporate Bonds,72,70626,2023-05-08,976,70315
407,Thompson Sanchez and Jones securities,Equity Securities,63,51735,2017-10-24,818,51544
408,York Group securities,Money Market Instruments,97,28085,2018-08-28,288,27943
409,Flowers-Lara securities,Treasury Bills,1,62445,2022-09-17,62314,62314
410,Li and Sons securities,Asset-Backed Securities,50,75680,2017-05-15,1511,75557
411,Wood and Sons securities,Money Market Instruments,94,34578,2021-03-16,365,34318
412,Shelton-Lopez securities,Government Bonds,48,22336,2017-02-16,452,21699
413,Williams-Barry securities,Corporate Bonds,11,97854,2017-10-14,8838,97218
414,Mccullough LLC securities,Corporate Bonds,53,81149,2017-07-11,1522,80672
415,Carson LLC securities,Corporate Bonds,33,51164,2017-04-27,1536,50700
416,Lopez Ltd securities,Mortgage-Backed Securities,14,55493,2021-08-14,3916,54837
417,Walsh Grimes and Wells securities,Money Market Instruments,86,69604,2022-06-19,806,69398
418,Moore-Robinson securities,Corporate Bonds,3,99449,2023-03-18,33088,99264
419,Davis Ltd securities,Treasury Bills,23,28202,2021-05-31,1217,28006
420,Fernandez White and Cobb securities,Mortgage-Backed Securities,9,14227,2020-12-29,1533,13804
421,Sanders-Williams securities,Asset-Backed Securities,89,71646,2018-09-03,799,71140
422,Davis Gallegos and Moses securities,Money Market Instruments,65,69692,2020-01-22,1062,69063
423,Brown-Ferguson securities,Money Market Instruments,50,66108,2018-06-20,1313,65697
424,Burns Ltd securities,Mortgage-Backed Securities,72,36916,2021-03-02,508,36605
425,Richardson Roberts and Fisher securities,Equity Securities,27,78820,2017-09-07,2902,78363
426,Ross Ltd securities,Corporate Bonds,50,23927,2019-06-04,475,23755
427,Becker LLC securities,Money Market Instruments,63,8755,2018-12-06,132,8341
428,Romero-Jones securities,Foreign Exchange,14,70519,2020-04-14,5012,70171
429,Cook Brown and Burns securities,Asset-Backed Securities,53,95198,2020-12-03,1785,94657
430,Cardenas Bradley and Weber securities,Mortgage-Backed Securities,98,56514,2022-01-02,574,56254
431,Chase-Sloan securities,Mortgage-Backed Securities,90,40546,2020-12-18,444,40019
432,Brooks-Ritter securities,Treasury Bills,88,63263,2018-06-08,715,62982
433,Collins Johns and White securities,Government Bonds,64,86290,2023-05-07,1345,86135
434,Miller LLC securities,Equity Securities,64,25656,2016-08-29,398,25474
435,Harper-Bradshaw securities,Asset-Backed Securities,90,52110,2021-05-24,574,51703
436,Tucker Group securities,Corporate Bonds,96,66968,2021-06-06,691,66394
437,Johnson-Gutierrez securities,Foreign Exchange,47,98680,2017-02-07,2095,98490
438,Ware Inc securities,Equity Securities,25,67800,2020-12-09,2696,67421
439,Fleming Inc securities,Equity Securities,36,8106,2020-10-29,216,7793
440,Johnson-Hall securities,Foreign Exchange,14,93297,2022-06-02,6625,92757
441,Jordan Inc securities,Mortgage-Backed Securities,18,50470,2020-12-01,2796,50338
442,Guerrero Austin and Morse securities,Government Bonds,78,49753,2021-08-20,632,49327
443,Wu Group securities,Foreign Exchange,58,91324,2020-07-13,1570,91099
444,Mcmillan PLC securities,Money Market Instruments,77,9223,2021-12-19,111,8555
445,Williamson-Barnett securities,Government Bonds,46,64222,2018-09-16,1385,63745
446,Gordon Moreno and Watson securities,Government Bonds,57,37383,2021-01-29,649,37037
447,Vazquez Miller and Ball securities,Mortgage-Backed Securities,66,55520,2019-05-18,835,55122
448,Martinez-Johnson securities,Corporate Bonds,30,61296,2017-09-25,2037,61124
449,Wilson Group securities,Foreign Exchange,19,25320,2021-12-04,1303,24764
450,Simpson-Rodriguez securities,Government Bonds,57,44779,2023-03-17,781,44537
451,Patton Sparks and Miller securities,Treasury Bills,57,24083,2020-04-14,416,23749
452,Flores-Jackson securities,Money Market Instruments,48,67958,2021-08-04,1403,67378
453,Price Ltd securities,Asset-Backed Securities,10,82490,2023-01-21,8221,82214
454,Martin Harris and Stanley securities,Treasury Bills,17,42838,2021-08-11,2480,42167
455,Duncan and Sons securities,Treasury Bills,98,51192,2018-12-15,516,50660
456,Ross Ortiz and Krause securities,Asset-Backed Securities,6,71677,2021-09-24,11850,71104
457,Li PLC securities,Money Market Instruments,31,39363,2017-03-29,1263,39171
458,Coleman Inc securities,Foreign Exchange,16,97118,2017-01-10,6054,96864
459,Ortiz Ltd securities,Mortgage-Backed Securities,19,93812,2017-03-08,4922,93518
460,Smith and Sons securities,Foreign Exchange,18,74089,2018-09-10,4086,73553
461,Khan and Sons securities,Treasury Bills,53,12126,2020-08-14,221,11749
462,Chan Ltd securities,Corporate Bonds,84,72310,2020-09-03,857,71994
463,Castro-Williams securities,Corporate Bonds,70,5889,2021-10-24,77,5410
464,Dunn Lewis and Jackson securities,Money Market Instruments,97,22435,2016-07-09,228,22137
465,Reid Freeman and Owen securities,Equity Securities,14,28377,2023-06-18,1983,27769
466,Macdonald Thomas and Cox securities,Treasury Bills,21,70326,2019-10-20,3330,69944
467,Lewis and Sons securities,Government Bonds,12,45655,2018-03-17,3757,45086
468,Watson Patel and Howard securities,Mortgage-Backed Securities,98,24302,2021-10-27,242,23754
469,George Thomas and Duncan securities,Government Bonds,90,83546,2018-10-15,926,83414
470,Wells Shelton and Hernandez securities,Asset-Backed Securities,47,62514,2016-08-29,1323,62221
471,Parker Atkins and Ross securities,Foreign Exchange,67,59640,2017-10-29,883,59221
472,Craig and Sons securities,Mortgage-Backed Securities,90,71683,2017-06-02,790,71139
473,Price Patel and Johnson securities,Equity Securities,73,97446,2023-06-01,1327,96896
474,Williams Ltd securities,Government Bonds,16,39508,2016-09-09,2431,38901
475,Jones-Tucker securities,Money Market Instruments,36,31123,2016-09-25,861,31021
476,Valentine Thompson and Bowman securities,Asset-Backed Securities,86,42294,2021-07-25,485,41757
477,Jackson Jones and Johnson securities,Government Bonds,21,18666,2020-05-21,871,18297
478,Snyder and Sons securities,Corporate Bonds,62,12794,2019-06-28,202,12579
479,Jones Martinez and Rivas securities,Mortgage-Backed Securities,13,76958,2016-07-20,5896,76656
480,Singh-Mcgee securities,Mortgage-Backed Securities,27,47904,2020-02-05,1757,47449
481,Hall-Fuller securities,Foreign Exchange,94,86161,2021-04-11,913,85871
482,Poole Banks and Willis securities,Asset-Backed Securities,75,81075,2017-12-12,1072,80448
483,Pace Weaver and Bates securities,Government Bonds,67,19466,2017-06-11,281,18865
484,Martinez-George securities,Asset-Backed Securities,52,49803,2022-12-24,955,49667
485,Vega PLC securities,Money Market Instruments,95,50047,2019-04-25,519,49376
486,Landry Group securities,Asset-Backed Securities,31,32504,2022-09-18,1043,32360
487,Edwards-Schmidt securities,Government Bonds,42,95057,2021-08-23,2256,94776
488,Grant and Sons securities,Government Bonds,52,17205,2022-10-03,320,16646
489,Terrell LLC securities,Government Bonds,51,69637,2021-03-04,1357,69207
490,Johnson Inc securities,Treasury Bills,87,43463,2020-11-30,496,43212
491,Gray-Anderson securities,Foreign Exchange,8,16371,2020-08-05,1965,15721
492,Nichols Group securities,Government Bonds,54,42254,2017-11-12,772,41737
493,Clark Group securities,Government Bonds,93,57754,2020-04-09,613,57082
494,Griffith Marquez and Nelson securities,Treasury Bills,7,72282,2020-02-27,10241,71690
495,Adams Smith and Stewart securities,Foreign Exchange,29,53165,2023-05-17,1825,52936
496,Morrison Glover and Wood securities,Mortgage-Backed Securities,22,24353,2022-09-07,1085,23881
497,Mckinney-Barajas securities,Mortgage-Backed Securities,54,43678,2021-05-02,804,43420
498,Robinson and Sons securities,Corporate Bonds,52,38747,2020-01-22,736,38321
499,Gonzalez-Duncan securities,Treasury Bills,82,6599,2018-08-20,73,6051
500,Lee Marshall and White securities,Treasury Bills,97,78404,2018-09-15,802,77863
501,Powell-Cooper securities,Equity Securities,14,7795,2020-04-21,540,7567
502,Choi Phillips and Morris securities,Money Market Instruments,88,78256,2023-02-20,882,77631
503,Cochran-Bell securities,Government Bonds,83,10638,2022-12-07,122,10173
504,Martin Carlson and Cunningham securities,Corporate Bonds,38,8638,2017-09-14,214,8144
505,Hudson Mcdonald and Patterson securities,Corporate Bonds,55,85205,2017-11-18,1539,84674
506,Lewis Heath and Ellis securities,Asset-Backed Securities,26,83020,2019-02-04,3185,82822
507,Ward Scott and Walsh securities,Corporate Bonds,79,24224,2018-07-06,298,23615
508,Brown PLC securities,Mortgage-Backed Securities,32,86782,2018-11-05,2696,86284
509,Lynch Cain and Escobar securities,Money Market Instruments,6,70563,2019-06-09,11674,70046
510,Martin-Gonzalez securities,Equity Securities,99,43451,2017-12-22,434,42992
511,Heath Hayden and Fisher securities,Corporate Bonds,40,86242,2019-06-23,2140,85611
512,Price and Sons securities,Mortgage-Backed Securities,60,39727,2023-01-24,653,39206
513,Gonzalez PLC securities,Equity Securities,76,50931,2021-11-08,664,50497
514,Hardin and Sons securities,Corporate Bonds,38,54277,2020-09-23,1415,53779
515,Reed Moody and Evans securities,Treasury Bills,68,82913,2017-09-04,1209,82222
516,Wilson-Torres securities,Foreign Exchange,89,77036,2018-02-25,863,76865
517,Burnett Group securities,Government Bonds,75,81089,2018-04-10,1079,80975
518,Brown Ltd securities,Treasury Bills,78,63271,2021-07-03,803,62676
519,Mccarty Wallace and Noble securities,Mortgage-Backed Securities,20,83704,2017-05-26,4173,83465
520,Chang-Neal securities,Asset-Backed Securities,86,17796,2022-06-15,204,17627
521,Waters-Potts securities,Mortgage-Backed Securities,93,25760,2019-09-16,272,25327
522,Harvey Wilson and Norris securities,Foreign Exchange,43,53676,2018-02-07,1245,53544
523,Daniels LLC securities,Government Bonds,9,82050,2019-03-29,9045,81411
524,Harrison Inc securities,Treasury Bills,78,85292,2022-07-13,1090,85073
525,Lee Clay and Horne securities,Asset-Backed Securities,46,24784,2020-07-12,527,24250
526,Sandoval Smith and Quinn securities,Government Bonds,3,40708,2022-05-25,13467,40401
527,Miranda Spencer and Townsend securities,Equity Securities,46,76990,2023-06-08,1665,76621
528,Mckinney-Gonzalez securities,Mortgage-Backed Securities,49,77998,2022-09-06,1585,77678
529,Erickson-Montgomery securities,Treasury Bills,3,53225,2022-08-20,17577,52732
530,Smith PLC securities,Money Market Instruments,26,69133,2022-10-24,2633,68472
531,Fernandez Ortiz and Mckinney securities,Mortgage-Backed Securities,78,67536,2022-11-12,864,67394
532,Lane-Benson securities,Government Bonds,42,80514,2018-05-19,1906,80079
533,Kaiser-Brooks securities,Foreign Exchange,8,33390,2016-08-14,4088,32711
534,Zhang and Sons securities,Money Market Instruments,61,34002,2021-09-17,555,33888
535,King and Sons securities,Treasury Bills,8,5969,2017-11-22,719,5757
536,Andrews-Rivas securities,Equity Securities,98,85816,2021-04-09,874,85682
537,Harris-Herrera securities,Corporate Bonds,38,14444,2017-11-20,376,14291
538,Stewart-Smith securities,Mortgage-Backed Securities,20,86892,2021-10-25,4325,86514
539,Moore Group securities,Equity Securities,52,44056,2016-07-17,845,43953
540,King and Sons securities,Treasury Bills,31,91195,2020-09-05,2937,91062
541,Anderson-Johnson securities,Corporate Bonds,5,45050,2019-03-02,8936,44680
542,Taylor Peck and Johnson securities,Equity Securities,1,67086,2023-03-02,66669,66669
543,Davenport-Cowan securities,Mortgage-Backed Securities,46,90384,2019-08-04,1958,90099
544,Strickland and Sons securities,Mortgage-Backed Securities,88,69562,2021-05-17,783,68960
545,Ramirez-Walters securities,Government Bonds,83,81120,2018-01-04,973,80779
