account_id,requested_date,date_issued,ready_date,delivery_date,check_number_from,check_number_to
20696,2023-03-04,2023-03-14,2023-03-16,2023-03-21,107025,107035
24679,2023-05-26,2023-06-05,2023-06-07,2023-06-12,103686,103716
25799,2022-04-19,2022-04-29,2022-05-01,2022-05-06,106375,106395
19842,2023-01-23,2023-02-02,2023-02-04,2023-02-09,104880,104910
87,2022-05-11,2022-05-21,2022-05-23,2022-05-28,111206,111256
16888,2023-01-29,2023-02-08,2023-02-10,2023-02-15,107792,107802
17911,2022-05-29,2022-06-08,2022-06-10,2022-06-15,102427,102477
28356,2022-11-24,2022-12-04,2022-12-06,2022-12-11,100588,100638
10045,2023-03-08,2023-03-18,2023-03-20,2023-03-25,107006,107016
12967,2022-04-04,2022-04-14,2022-04-16,2022-04-21,106091,106111
13536,2022-07-25,2022-08-04,2022-08-06,2022-08-11,109308,109338
2203,2022-03-21,2022-03-31,2022-04-02,2022-04-07,111148,111168
20229,2023-05-30,2023-06-09,2023-06-11,2023-06-16,103798,103808
21097,2023-03-29,2023-04-08,2023-04-10,2023-04-15,101128,101158
16778,2023-05-04,2023-05-14,2023-05-16,2023-05-21,101655,101705
13074,2022-09-04,2022-09-14,2022-09-16,2022-09-21,107923,107933
4490,2022-07-03,2022-07-13,2022-07-15,2022-07-20,110091,110111
18271,2022-12-04,2022-12-14,2022-12-16,2022-12-21,107342,107362
3755,2023-04-11,2023-04-21,2023-04-23,2023-04-28,109025,109045
3146,2022-12-15,2022-12-25,2022-12-27,2023-01-01,100428,100478
9097,2022-08-18,2022-08-28,2022-08-30,2022-09-04,107077,107107
7345,2023-05-22,2023-06-01,2023-06-03,2023-06-08,110443,110493
31130,2022-11-19,2022-11-29,2022-12-01,2022-12-06,106997,107027
18172,2022-12-26,2023-01-05,2023-01-07,2023-01-12,101288,101298
1595,2022-05-16,2022-05-26,2022-05-28,2022-06-02,101284,101334
21196,2022-10-25,2022-11-04,2022-11-06,2022-11-11,109042,109072
14421,2022-09-30,2022-10-10,2022-10-12,2022-10-17,106291,106311
16410,2023-04-05,2023-04-15,2023-04-17,2023-04-22,109778,109828
17663,2022-07-21,2022-07-31,2022-08-02,2022-08-07,103001,103011
22366,2022-10-05,2022-10-15,2022-10-17,2022-10-22,105310,105330
33057,2022-02-14,2022-02-24,2022-02-26,2022-03-03,104474,104504
29594,2022-03-27,2022-04-06,2022-04-08,2022-04-13,104738,104748
9952,2023-02-18,2023-02-28,2023-03-02,2023-03-07,105545,105575
6168,2023-04-20,2023-04-30,2023-05-02,2023-05-07,107555,107565
12921,2022-04-06,2022-04-16,2022-04-18,2022-04-23,103467,103477
9530,2022-05-28,2022-06-07,2022-06-09,2022-06-14,105321,105341
3226,2023-02-03,2023-02-13,2023-02-15,2023-02-20,101267,101287
17739,2023-04-24,2023-05-04,2023-05-06,2023-05-11,102141,102191
1954,2023-03-21,2023-03-31,2023-04-02,2023-04-07,106910,106920
16701,2023-02-12,2023-02-22,2023-02-24,2023-03-01,108141,108191
12833,2022-11-02,2022-11-12,2022-11-14,2022-11-19,102856,102876
7018,2022-02-24,2022-03-06,2022-03-08,2022-03-13,106438,106488
32395,2022-08-15,2022-08-25,2022-08-27,2022-09-01,102763,102773
20017,2022-12-05,2022-12-15,2022-12-17,2022-12-22,102880,102890
28852,2022-11-09,2022-11-19,2022-11-21,2022-11-26,107206,107236
3644,2023-04-06,2023-04-16,2023-04-18,2023-04-23,100588,100608
33039,2022-10-20,2022-10-30,2022-11-01,2022-11-06,108918,108938
13985,2022-04-25,2022-05-05,2022-05-07,2022-05-12,109725,109755
21054,2023-01-16,2023-01-26,2023-01-28,2023-02-02,100444,100474
14294,2023-01-14,2023-01-24,2023-01-26,2023-01-31,101056,101076
28607,2022-11-02,2022-11-12,2022-11-14,2022-11-19,107095,107115
32352,2022-05-24,2022-06-03,2022-06-05,2022-06-10,109417,109427
1109,2022-02-15,2022-02-25,2022-02-27,2022-03-04,110950,110970
23934,2023-02-01,2023-02-11,2023-02-13,2023-02-18,107409,107439
20536,2022-09-09,2022-09-19,2022-09-21,2022-09-26,102922,102942
32406,2022-09-30,2022-10-10,2022-10-12,2022-10-17,108794,108844
24767,2022-04-01,2022-04-11,2022-04-13,2022-04-18,102372,102402
28550,2022-03-07,2022-03-17,2022-03-19,2022-03-24,103593,103613
17263,2023-03-24,2023-04-03,2023-04-05,2023-04-10,106369,106389
31681,2022-07-04,2022-07-14,2022-07-16,2022-07-21,101615,101665
20826,2022-11-04,2022-11-14,2022-11-16,2022-11-21,108360,108390
11939,2022-11-22,2022-12-02,2022-12-04,2022-12-09,105131,105181
22030,2022-04-07,2022-04-17,2022-04-19,2022-04-24,109583,109603
30632,2022-05-29,2022-06-08,2022-06-10,2022-06-15,110012,110062
3810,2022-06-22,2022-07-02,2022-07-04,2022-07-09,102661,102711
17261,2022-10-22,2022-11-01,2022-11-03,2022-11-08,106549,106599
21805,2022-10-06,2022-10-16,2022-10-18,2022-10-23,108503,108533
12020,2023-03-16,2023-03-26,2023-03-28,2023-04-02,109045,109095
33134,2023-05-10,2023-05-20,2023-05-22,2023-05-27,104242,104292
16671,2022-11-24,2022-12-04,2022-12-06,2022-12-11,103653,103663
25244,2023-03-04,2023-03-14,2023-03-16,2023-03-21,100294,100344
15126,2023-01-29,2023-02-08,2023-02-10,2023-02-15,110570,110600
29657,2022-02-25,2022-03-07,2022-03-09,2022-03-14,109547,109597
25770,2022-10-15,2022-10-25,2022-10-27,2022-11-01,101451,101481
3568,2023-05-06,2023-05-16,2023-05-18,2023-05-23,107658,107708
12459,2022-05-08,2022-05-18,2022-05-20,2022-05-25,109651,109661
25990,2022-10-23,2022-11-02,2022-11-04,2022-11-09,101259,101279
2869,2023-02-14,2023-02-24,2023-02-26,2023-03-03,100940,100990
22131,2022-03-24,2022-04-03,2022-04-05,2022-04-10,110653,110673
1825,2023-03-11,2023-03-21,2023-03-23,2023-03-28,109719,109729
11892,2023-05-04,2023-05-14,2023-05-16,2023-05-21,104440,104450
13036,2022-09-23,2022-10-03,2022-10-05,2022-10-10,102107,102137
25478,2023-04-23,2023-05-03,2023-05-05,2023-05-10,111139,111189
5323,2022-07-27,2022-08-06,2022-08-08,2022-08-13,105674,105704
15369,2022-08-06,2022-08-16,2022-08-18,2022-08-23,101436,101466
447,2022-04-01,2022-04-11,2022-04-13,2022-04-18,107402,107412
26739,2022-12-04,2022-12-14,2022-12-16,2022-12-21,109033,109083
26504,2022-04-08,2022-04-18,2022-04-20,2022-04-25,109890,109940
7632,2022-03-24,2022-04-03,2022-04-05,2022-04-10,109680,109730
11634,2022-07-25,2022-08-04,2022-08-06,2022-08-11,106840,106850
22973,2022-04-24,2022-05-04,2022-05-06,2022-05-11,107475,107505
13443,2023-01-04,2023-01-14,2023-01-16,2023-01-21,109981,110031
185,2022-05-05,2022-05-15,2022-05-17,2022-05-22,108859,108879
6789,2023-03-30,2023-04-09,2023-04-11,2023-04-16,105586,105616
27548,2023-01-18,2023-01-28,2023-01-30,2023-02-04,102009,102029
16212,2022-04-08,2022-04-18,2022-04-20,2022-04-25,106501,106521
3566,2023-02-25,2023-03-07,2023-03-09,2023-03-14,106582,106592
16431,2022-04-17,2022-04-27,2022-04-29,2022-05-04,102144,102174
26917,2022-11-11,2022-11-21,2022-11-23,2022-11-28,106946,106966
17886,2023-01-25,2023-02-04,2023-02-06,2023-02-11,107770,107790
4167,2022-08-12,2022-08-22,2022-08-24,2022-08-29,108911,108961
13168,2022-07-29,2022-08-08,2022-08-10,2022-08-15,106788,106808
29247,2023-04-07,2023-04-17,2023-04-19,2023-04-24,104901,104921
29153,2022-06-09,2022-06-19,2022-06-21,2022-06-26,105303,105313
30925,2022-07-15,2022-07-25,2022-07-27,2022-08-01,103906,103936
16444,2022-03-25,2022-04-04,2022-04-06,2022-04-11,106691,106701
8018,2022-02-26,2022-03-08,2022-03-10,2022-03-15,108190,108200
22068,2022-10-30,2022-11-09,2022-11-11,2022-11-16,102502,102552
7497,2022-08-03,2022-08-13,2022-08-15,2022-08-20,109982,110002
16090,2023-05-16,2023-05-26,2023-05-28,2023-06-02,108814,108844
6875,2023-03-26,2023-04-05,2023-04-07,2023-04-12,110779,110829
15754,2023-05-15,2023-05-25,2023-05-27,2023-06-01,103964,103974
10887,2022-12-22,2023-01-01,2023-01-03,2023-01-08,109380,109430
25324,2022-07-23,2022-08-02,2022-08-04,2022-08-09,104449,104479
9301,2022-11-07,2022-11-17,2022-11-19,2022-11-24,108501,108511
30975,2022-03-23,2022-04-02,2022-04-04,2022-04-09,104098,104148
22574,2022-09-21,2022-10-01,2022-10-03,2022-10-08,107653,107673
8830,2022-04-29,2022-05-09,2022-05-11,2022-05-16,106045,106075
28721,2022-07-11,2022-07-21,2022-07-23,2022-07-28,104402,104432
23566,2022-07-20,2022-07-30,2022-08-01,2022-08-06,101929,101949
23045,2022-09-08,2022-09-18,2022-09-20,2022-09-25,103062,103072
32925,2022-03-09,2022-03-19,2022-03-21,2022-03-26,107034,107064
29499,2022-04-07,2022-04-17,2022-04-19,2022-04-24,105763,105813
2000,2022-04-17,2022-04-27,2022-04-29,2022-05-04,110962,110982
2297,2022-06-13,2022-06-23,2022-06-25,2022-06-30,100410,100430
8067,2022-08-03,2022-08-13,2022-08-15,2022-08-20,101942,101962
4193,2023-02-01,2023-02-11,2023-02-13,2023-02-18,106071,106091
30417,2023-05-14,2023-05-24,2023-05-26,2023-05-31,106040,106090
13552,2022-12-25,2023-01-04,2023-01-06,2023-01-11,104439,104469
7206,2023-04-05,2023-04-15,2023-04-17,2023-04-22,106524,106544
26549,2023-01-02,2023-01-12,2023-01-14,2023-01-19,101294,101304
17757,2023-05-07,2023-05-17,2023-05-19,2023-05-24,101554,101564
32497,2023-01-09,2023-01-19,2023-01-21,2023-01-26,107639,107669
29351,2022-08-30,2022-09-09,2022-09-11,2022-09-16,106757,106807
24772,2022-05-27,2022-06-06,2022-06-08,2022-06-13,102187,102237
2183,2023-03-07,2023-03-17,2023-03-19,2023-03-24,107340,107360
28945,2022-05-30,2022-06-09,2022-06-11,2022-06-16,108446,108496
1332,2022-12-01,2022-12-11,2022-12-13,2022-12-18,108425,108435
18731,2023-04-22,2023-05-02,2023-05-04,2023-05-09,105407,105437
28489,2023-05-14,2023-05-24,2023-05-26,2023-05-31,103434,103444
7477,2022-10-11,2022-10-21,2022-10-23,2022-10-28,110308,110328
11009,2022-03-06,2022-03-16,2022-03-18,2022-03-23,110560,110610
1973,2022-05-22,2022-06-01,2022-06-03,2022-06-08,108398,108448
33068,2023-05-19,2023-05-29,2023-05-31,2023-06-05,110024,110054
31078,2022-07-11,2022-07-21,2022-07-23,2022-07-28,103299,103319
12097,2022-07-30,2022-08-09,2022-08-11,2022-08-16,104299,104319
11886,2023-03-28,2023-04-07,2023-04-09,2023-04-14,105327,105357
16975,2023-01-19,2023-01-29,2023-01-31,2023-02-05,101994,102044
26605,2022-04-09,2022-04-19,2022-04-21,2022-04-26,106528,106578
32365,2023-01-09,2023-01-19,2023-01-21,2023-01-26,106490,106500
9251,2023-03-18,2023-03-28,2023-03-30,2023-04-04,101129,101179
17756,2022-05-20,2022-05-30,2022-06-01,2022-06-06,106661,106671
14777,2022-09-20,2022-09-30,2022-10-02,2022-10-07,106203,106233
33250,2022-10-08,2022-10-18,2022-10-20,2022-10-25,100878,100908
11762,2022-12-09,2022-12-19,2022-12-21,2022-12-26,111243,111263
5233,2022-10-12,2022-10-22,2022-10-24,2022-10-29,102162,102192
9923,2022-05-30,2022-06-09,2022-06-11,2022-06-16,104078,104098
20995,2022-03-21,2022-03-31,2022-04-02,2022-04-07,103221,103271
11047,2023-02-23,2023-03-05,2023-03-07,2023-03-12,105597,105647
8464,2022-10-12,2022-10-22,2022-10-24,2022-10-29,105136,105186
20718,2022-05-27,2022-06-06,2022-06-08,2022-06-13,104322,104332
7285,2023-01-27,2023-02-06,2023-02-08,2023-02-13,110954,110984
9258,2022-09-03,2022-09-13,2022-09-15,2022-09-20,107204,107234
5985,2022-05-18,2022-05-28,2022-05-30,2022-06-04,102632,102652
16745,2022-03-30,2022-04-09,2022-04-11,2022-04-16,109309,109319
11659,2022-07-12,2022-07-22,2022-07-24,2022-07-29,102183,102203
17144,2022-09-10,2022-09-20,2022-09-22,2022-09-27,111129,111149
32796,2022-08-17,2022-08-27,2022-08-29,2022-09-03,110490,110510
8178,2023-04-11,2023-04-21,2023-04-23,2023-04-28,109929,109939
18525,2022-10-10,2022-10-20,2022-10-22,2022-10-27,108486,108516
26321,2022-10-06,2022-10-16,2022-10-18,2022-10-23,106107,106157
29054,2022-07-08,2022-07-18,2022-07-20,2022-07-25,100446,100456
31774,2022-08-08,2022-08-18,2022-08-20,2022-08-25,102673,102693
15834,2023-05-24,2023-06-03,2023-06-05,2023-06-10,105181,105231
6897,2023-01-19,2023-01-29,2023-01-31,2023-02-05,109427,109437
25606,2022-07-26,2022-08-05,2022-08-07,2022-08-12,101726,101756
26635,2023-05-09,2023-05-19,2023-05-21,2023-05-26,109922,109972
19825,2022-11-01,2022-11-11,2022-11-13,2022-11-18,101259,101309
22260,2023-03-19,2023-03-29,2023-03-31,2023-04-05,108799,108829
25580,2023-04-29,2023-05-09,2023-05-11,2023-05-16,109498,109528
783,2022-05-14,2022-05-24,2022-05-26,2022-05-31,111144,111174
31754,2022-11-05,2022-11-15,2022-11-17,2022-11-22,108936,108966
26240,2022-08-31,2022-09-10,2022-09-12,2022-09-17,108129,108179
3453,2023-03-28,2023-04-07,2023-04-09,2023-04-14,107631,107651
29951,2022-06-27,2022-07-07,2022-07-09,2022-07-14,107867,107897
5236,2022-10-14,2022-10-24,2022-10-26,2022-10-31,104994,105004
12151,2023-03-21,2023-03-31,2023-04-02,2023-04-07,109442,109472
27676,2022-04-27,2022-05-07,2022-05-09,2022-05-14,104569,104619
19631,2023-03-17,2023-03-27,2023-03-29,2023-04-03,100831,100841
26417,2022-06-23,2022-07-03,2022-07-05,2022-07-10,109224,109274
10464,2022-03-05,2022-03-15,2022-03-17,2022-03-22,110374,110424
30463,2023-01-31,2023-02-10,2023-02-12,2023-02-17,110559,110579
10727,2022-03-04,2022-03-14,2022-03-16,2022-03-21,107245,107265
31286,2022-02-28,2022-03-10,2022-03-12,2022-03-17,103808,103838
31201,2022-09-01,2022-09-11,2022-09-13,2022-09-18,106292,106322
15778,2023-02-17,2023-02-27,2023-03-01,2023-03-06,103985,104005
19372,2023-05-03,2023-05-13,2023-05-15,2023-05-20,108599,108629
19851,2022-02-19,2022-03-01,2022-03-03,2022-03-08,103553,103603
6751,2022-08-24,2022-09-03,2022-09-05,2022-09-10,102416,102426
18190,2022-07-05,2022-07-15,2022-07-17,2022-07-22,101767,101797
27523,2023-05-10,2023-05-20,2023-05-22,2023-05-27,105578,105628
23668,2022-05-04,2022-05-14,2022-05-16,2022-05-21,108966,109016
31524,2022-04-24,2022-05-04,2022-05-06,2022-05-11,106693,106723
16169,2022-04-21,2022-05-01,2022-05-03,2022-05-08,108994,109004
6135,2022-05-20,2022-05-30,2022-06-01,2022-06-06,106570,106620
4013,2022-08-18,2022-08-28,2022-08-30,2022-09-04,108848,108868
1512,2023-01-03,2023-01-13,2023-01-15,2023-01-20,105725,105755
14987,2023-01-31,2023-02-10,2023-02-12,2023-02-17,110558,110568
18884,2023-02-03,2023-02-13,2023-02-15,2023-02-20,105921,105941
3818,2022-07-25,2022-08-04,2022-08-06,2022-08-11,102799,102829
19777,2023-02-16,2023-02-26,2023-02-28,2023-03-05,102818,102848
10274,2022-02-11,2022-02-21,2022-02-23,2022-02-28,110884,110894
2480,2022-05-19,2022-05-29,2022-05-31,2022-06-05,101338,101388
15251,2022-03-12,2022-03-22,2022-03-24,2022-03-29,100908,100958
13761,2022-10-27,2022-11-06,2022-11-08,2022-11-13,100220,100230
12526,2022-10-08,2022-10-18,2022-10-20,2022-10-25,108693,108713
31000,2023-04-03,2023-04-13,2023-04-15,2023-04-20,108578,108598
3658,2022-03-10,2022-03-20,2022-03-22,2022-03-27,106741,106791
20616,2022-07-31,2022-08-10,2022-08-12,2022-08-17,104977,105007
27972,2022-04-19,2022-04-29,2022-05-01,2022-05-06,103186,103216
16175,2023-02-11,2023-02-21,2023-02-23,2023-02-28,103006,103056
6090,2023-04-09,2023-04-19,2023-04-21,2023-04-26,102062,102092
28112,2022-12-29,2023-01-08,2023-01-10,2023-01-15,100983,101003
29327,2022-08-28,2022-09-07,2022-09-09,2022-09-14,109147,109167
19120,2022-07-29,2022-08-08,2022-08-10,2022-08-15,101063,101093
27843,2022-07-02,2022-07-12,2022-07-14,2022-07-19,105371,105421
16372,2022-10-13,2022-10-23,2022-10-25,2022-10-30,106198,106248
29824,2022-05-05,2022-05-15,2022-05-17,2022-05-22,101579,101599
3687,2022-05-22,2022-06-01,2022-06-03,2022-06-08,103010,103040
3290,2022-10-18,2022-10-28,2022-10-30,2022-11-04,105513,105543
1951,2022-06-24,2022-07-04,2022-07-06,2022-07-11,101485,101495
11563,2022-12-15,2022-12-25,2022-12-27,2023-01-01,110154,110164
5343,2022-12-04,2022-12-14,2022-12-16,2022-12-21,108460,108490
27634,2023-03-28,2023-04-07,2023-04-09,2023-04-14,100786,100796
19251,2022-03-11,2022-03-21,2022-03-23,2022-03-28,107337,107347
18739,2023-05-12,2023-05-22,2023-05-24,2023-05-29,106935,106955
26205,2023-05-06,2023-05-16,2023-05-18,2023-05-23,102955,102975
13192,2022-03-16,2022-03-26,2022-03-28,2022-04-02,104287,104317
20446,2022-02-25,2022-03-07,2022-03-09,2022-03-14,107704,107724
23397,2022-05-24,2022-06-03,2022-06-05,2022-06-10,101096,101126
31596,2023-03-10,2023-03-20,2023-03-22,2023-03-27,105360,105370
33091,2022-02-15,2022-02-25,2022-02-27,2022-03-04,109951,109961
10940,2023-01-27,2023-02-06,2023-02-08,2023-02-13,109612,109662
18857,2022-08-04,2022-08-14,2022-08-16,2022-08-21,101187,101197
31768,2023-05-17,2023-05-27,2023-05-29,2023-06-03,100880,100890
15492,2022-03-25,2022-04-04,2022-04-06,2022-04-11,109372,109422
31637,2023-02-22,2023-03-04,2023-03-06,2023-03-11,106455,106465
2344,2023-05-26,2023-06-05,2023-06-07,2023-06-12,102249,102299
1667,2023-05-31,2023-06-10,2023-06-12,2023-06-17,105181,105231
4380,2022-07-03,2022-07-13,2022-07-15,2022-07-20,104926,104976
10630,2023-02-14,2023-02-24,2023-02-26,2023-03-03,100644,100654
6363,2022-08-08,2022-08-18,2022-08-20,2022-08-25,107651,107671
1269,2022-09-28,2022-10-08,2022-10-10,2022-10-15,109505,109535
23913,2022-10-18,2022-10-28,2022-10-30,2022-11-04,105338,105358
14709,2022-07-29,2022-08-08,2022-08-10,2022-08-15,109731,109751
30179,2023-04-28,2023-05-08,2023-05-10,2023-05-15,101771,101801
30274,2022-03-28,2022-04-07,2022-04-09,2022-04-14,102842,102862
15681,2022-12-08,2022-12-18,2022-12-20,2022-12-25,109606,109636
25365,2022-09-02,2022-09-12,2022-09-14,2022-09-19,102925,102955
13335,2022-05-30,2022-06-09,2022-06-11,2022-06-16,102662,102682
8178,2023-05-22,2023-06-01,2023-06-03,2023-06-08,102490,102510
32622,2022-02-11,2022-02-21,2022-02-23,2022-02-28,105081,105101
14878,2022-05-11,2022-05-21,2022-05-23,2022-05-28,102958,102988
12588,2022-08-11,2022-08-21,2022-08-23,2022-08-28,100702,100752
18934,2022-04-22,2022-05-02,2022-05-04,2022-05-09,107017,107067
14208,2022-04-27,2022-05-07,2022-05-09,2022-05-14,104172,104182
4754,2022-08-20,2022-08-30,2022-09-01,2022-09-06,104774,104804
11962,2022-03-20,2022-03-30,2022-04-01,2022-04-06,107310,107360
19103,2022-07-23,2022-08-02,2022-08-04,2022-08-09,108887,108937
29310,2022-12-19,2022-12-29,2022-12-31,2023-01-05,107076,107106
7359,2022-03-30,2022-04-09,2022-04-11,2022-04-16,100288,100338
427,2023-02-02,2023-02-12,2023-02-14,2023-02-19,107577,107607
30588,2023-01-15,2023-01-25,2023-01-27,2023-02-01,100983,100993
6134,2023-03-01,2023-03-11,2023-03-13,2023-03-18,106160,106170
15801,2023-05-30,2023-06-09,2023-06-11,2023-06-16,110564,110614
3932,2022-11-14,2022-11-24,2022-11-26,2022-12-01,103989,104039
6628,2022-05-23,2022-06-02,2022-06-04,2022-06-09,109354,109384
11325,2022-04-16,2022-04-26,2022-04-28,2022-05-03,110917,110967
10054,2022-05-27,2022-06-06,2022-06-08,2022-06-13,106248,106258
16421,2022-04-11,2022-04-21,2022-04-23,2022-04-28,103064,103094
8193,2022-02-14,2022-02-24,2022-02-26,2022-03-03,109361,109371
19544,2022-12-23,2023-01-02,2023-01-04,2023-01-09,110552,110562
27236,2022-11-17,2022-11-27,2022-11-29,2022-12-04,107676,107696
6557,2023-04-12,2023-04-22,2023-04-24,2023-04-29,101867,101887
8209,2023-05-31,2023-06-10,2023-06-12,2023-06-17,101269,101299
28986,2022-05-06,2022-05-16,2022-05-18,2022-05-23,102225,102255
15134,2023-04-22,2023-05-02,2023-05-04,2023-05-09,108916,108936
18516,2022-06-11,2022-06-21,2022-06-23,2022-06-28,103969,104019
31454,2023-01-20,2023-01-30,2023-02-01,2023-02-06,110338,110358
30666,2022-02-22,2022-03-04,2022-03-06,2022-03-11,101654,101674
30384,2023-03-29,2023-04-08,2023-04-10,2023-04-15,101978,102028
23359,2022-08-15,2022-08-25,2022-08-27,2022-09-01,106583,106633
9399,2022-04-23,2022-05-03,2022-05-05,2022-05-10,104730,104740
20188,2022-09-02,2022-09-12,2022-09-14,2022-09-19,100237,100287
33237,2022-04-06,2022-04-16,2022-04-18,2022-04-23,105579,105589
23159,2023-05-29,2023-06-08,2023-06-10,2023-06-15,102634,102684
2506,2022-12-24,2023-01-03,2023-01-05,2023-01-10,105530,105580
27051,2022-05-19,2022-05-29,2022-05-31,2022-06-05,109263,109313
3996,2022-10-20,2022-10-30,2022-11-01,2022-11-06,109603,109653
31171,2022-07-11,2022-07-21,2022-07-23,2022-07-28,102533,102563
22978,2023-03-05,2023-03-15,2023-03-17,2023-03-22,104884,104934
9413,2022-12-03,2022-12-13,2022-12-15,2022-12-20,101895,101915
14475,2022-10-17,2022-10-27,2022-10-29,2022-11-03,108619,108649
9718,2022-04-27,2022-05-07,2022-05-09,2022-05-14,109290,109310
27605,2022-10-11,2022-10-21,2022-10-23,2022-10-28,100555,100605
7405,2023-03-01,2023-03-11,2023-03-13,2023-03-18,107287,107317
10255,2023-04-30,2023-05-10,2023-05-12,2023-05-17,104495,104505
32470,2022-12-06,2022-12-16,2022-12-18,2022-12-23,101738,101748
29353,2022-04-10,2022-04-20,2022-04-22,2022-04-27,109191,109241
24812,2022-12-01,2022-12-11,2022-12-13,2022-12-18,104907,104917
28114,2022-05-13,2022-05-23,2022-05-25,2022-05-30,102205,102215
3602,2022-03-02,2022-03-12,2022-03-14,2022-03-19,109950,110000
11292,2022-02-22,2022-03-04,2022-03-06,2022-03-11,106648,106658
302,2022-10-24,2022-11-03,2022-11-05,2022-11-10,109779,109789
32795,2022-10-02,2022-10-12,2022-10-14,2022-10-19,101615,101645
14334,2022-12-03,2022-12-13,2022-12-15,2022-12-20,101376,101426
31169,2022-06-13,2022-06-23,2022-06-25,2022-06-30,103406,103436
6608,2023-04-02,2023-04-12,2023-04-14,2023-04-19,101128,101158
11913,2023-04-28,2023-05-08,2023-05-10,2023-05-15,102729,102739
12981,2023-01-26,2023-02-05,2023-02-07,2023-02-12,101836,101886
12194,2023-03-16,2023-03-26,2023-03-28,2023-04-02,103200,103250
25575,2023-05-25,2023-06-04,2023-06-06,2023-06-11,110092,110122
10801,2022-08-09,2022-08-19,2022-08-21,2022-08-26,106264,106314
3609,2023-04-02,2023-04-12,2023-04-14,2023-04-19,110624,110654
5704,2022-07-08,2022-07-18,2022-07-20,2022-07-25,102745,102775
22327,2023-04-03,2023-04-13,2023-04-15,2023-04-20,100253,100303
26287,2022-07-16,2022-07-26,2022-07-28,2022-08-02,102451,102481
2878,2023-05-12,2023-05-22,2023-05-24,2023-05-29,100266,100316
28674,2022-07-02,2022-07-12,2022-07-14,2022-07-19,104275,104305
3118,2023-05-29,2023-06-08,2023-06-10,2023-06-15,106012,106022
