account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
329,18419,4031,2019-10-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
330,3792,4908,2021-01-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
331,11065,176,2022-04-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
332,1862,27675,2021-04-16,In progress,Unauthorized transaction,Suspicious transaction detected on the account
333,20591,26633,2021-08-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
334,1544,2011,2020-01-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
335,28930,6624,2019-09-22,Resolved,Overdrawn account,Account balance dropped below zero
336,22304,19256,2023-05-24,In progress,Overdrawn account,Account balance dropped below zero
337,26549,1321,2019-08-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
338,699,6247,2021-09-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
339,13504,17943,2020-08-02,In progress,Unauthorized transaction,Suspicious transaction detected on the account
340,364,8239,2020-01-12,In progress,Account freeze,Account temporarily frozen due to suspected fraud
341,15947,11329,2021-03-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
342,18288,14575,2021-04-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
343,20340,848,2022-03-13,Under investigation,Overdrawn account,Account balance dropped below zero
344,2093,2778,2022-09-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
345,5915,5231,2021-01-27,Under investigation,Overdrawn account,Account balance dropped below zero
346,22617,13500,2022-06-03,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
347,3013,14859,2022-04-15,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
348,2993,20023,2021-11-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
349,18558,16520,2020-08-03,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
350,18873,27223,2020-04-12,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
351,5224,2741,2019-09-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
352,25114,2497,2022-08-19,Resolved,Overdrawn account,Account balance dropped below zero
353,24848,28136,2021-09-24,In progress,Overdrawn account,Account balance dropped below zero
354,14083,14571,2023-01-11,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
355,12005,8185,2022-05-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
356,27433,4257,2022-08-02,In progress,Overdrawn account,Account balance dropped below zero
357,23671,17779,2022-01-17,Under investigation,Overdrawn account,Account balance dropped below zero
358,15611,24071,2019-08-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
359,26468,18860,2020-02-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
360,10715,21489,2019-11-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
361,10184,24272,2022-10-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
362,11923,18075,2022-01-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
363,28230,13127,2023-04-22,Resolved,Overdrawn account,Account balance dropped below zero
364,25761,21655,2020-01-05,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
365,11987,24170,2020-12-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
366,24709,4216,2020-01-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
367,25458,18059,2023-03-28,Under investigation,Overdrawn account,Account balance dropped below zero
368,9627,1193,2021-02-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
369,15246,21198,2021-03-06,Under investigation,Overdrawn account,Account balance dropped below zero
370,2958,921,2020-02-26,In progress,Account freeze,Account temporarily frozen due to suspected fraud
371,26550,17677,2021-03-13,In progress,Overdrawn account,Account balance dropped below zero
372,1796,17834,2022-03-10,Under investigation,Overdrawn account,Account balance dropped below zero
373,17068,5827,2022-03-30,Under investigation,Overdrawn account,Account balance dropped below zero
374,15307,14734,2019-08-07,Resolved,Overdrawn account,Account balance dropped below zero
375,3678,6600,2020-10-01,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
376,9412,15943,2019-09-23,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
377,4884,12385,2023-03-28,In progress,Unauthorized transaction,Suspicious transaction detected on the account
378,13728,11811,2022-05-15,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
379,22660,4053,2022-04-30,Resolved,Overdrawn account,Account balance dropped below zero
380,192,3584,2022-03-09,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
381,13816,8779,2022-04-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
382,7407,2711,2021-06-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
383,5911,22860,2020-06-12,In progress,Unauthorized transaction,Suspicious transaction detected on the account
384,19023,21881,2023-01-05,In progress,Unauthorized transaction,Suspicious transaction detected on the account
385,16820,5567,2022-04-09,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
386,14413,26176,2022-02-14,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
387,21985,7053,2021-05-28,Under investigation,Overdrawn account,Account balance dropped below zero
388,14790,20554,2023-05-25,In progress,Overdrawn account,Account balance dropped below zero
389,23448,16912,2022-05-29,Under investigation,Overdrawn account,Account balance dropped below zero
390,3881,28,2019-07-25,In progress,Unauthorized transaction,Suspicious transaction detected on the account
391,2526,14168,2020-08-03,Resolved,Overdrawn account,Account balance dropped below zero
392,5651,10559,2021-02-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
393,27316,691,2021-11-18,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
394,3079,16011,2019-08-18,In progress,Account freeze,Account temporarily frozen due to suspected fraud
395,27748,23861,2023-02-01,Resolved,Overdrawn account,Account balance dropped below zero
396,9134,9753,2022-11-16,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
397,4576,14713,2021-12-23,Resolved,Overdrawn account,Account balance dropped below zero
398,19564,8438,2021-09-09,In progress,Unauthorized transaction,Suspicious transaction detected on the account
399,15933,24188,2021-01-30,In progress,Account freeze,Account temporarily frozen due to suspected fraud
400,20258,23140,2020-07-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
401,6413,2843,2022-11-01,In progress,Overdrawn account,Account balance dropped below zero
402,14468,16094,2022-12-20,In progress,Account freeze,Account temporarily frozen due to suspected fraud
403,11237,10389,2022-04-04,In progress,Overdrawn account,Account balance dropped below zero
404,10114,24890,2019-11-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
405,12857,19096,2021-09-02,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
406,16231,11641,2020-01-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
407,11816,27775,2022-01-20,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
408,18222,9673,2020-12-13,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
409,28938,18410,2021-12-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
410,17931,22098,2022-12-04,In progress,Unauthorized transaction,Suspicious transaction detected on the account
411,1533,18237,2021-08-15,In progress,Account freeze,Account temporarily frozen due to suspected fraud
412,5443,8877,2020-03-15,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
413,11622,17267,2023-06-06,Resolved,Overdrawn account,Account balance dropped below zero
414,28657,27724,2020-05-08,In progress,Unauthorized transaction,Suspicious transaction detected on the account
415,13778,23778,2021-12-16,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
416,24346,18163,2020-05-17,In progress,Account freeze,Account temporarily frozen due to suspected fraud
417,24505,23147,2023-04-29,Resolved,Overdrawn account,Account balance dropped below zero
418,18685,15786,2022-01-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
419,28562,12028,2020-10-22,Under investigation,Overdrawn account,Account balance dropped below zero
420,4442,24280,2021-08-11,Resolved,Overdrawn account,Account balance dropped below zero
421,24697,5120,2022-10-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
422,27084,2327,2020-09-25,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
423,11269,25151,2021-12-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
424,3818,27366,2021-11-08,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
425,21994,8801,2021-05-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
426,18057,5802,2019-10-28,In progress,Overdrawn account,Account balance dropped below zero
427,12498,26574,2021-03-13,In progress,Overdrawn account,Account balance dropped below zero
428,11340,3415,2023-06-03,In progress,Account freeze,Account temporarily frozen due to suspected fraud
429,10930,12499,2019-10-31,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
430,15821,25534,2022-09-21,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
431,8768,23343,2022-05-23,Resolved,Overdrawn account,Account balance dropped below zero
432,17453,21489,2020-04-10,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
433,19715,727,2022-05-03,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
434,10167,1109,2022-10-14,Under investigation,Overdrawn account,Account balance dropped below zero
435,26344,1730,2022-10-28,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
436,23675,19077,2022-06-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
