asset_id,asset_type,purchase_date,purchase_cost,current_cost
717,IT Software,2019-03-13,10917,11463
718,Building,2017-06-29,821695,836475
719,Land,2021-11-04,225682,613127
720,Building,2016-07-10,248222,297546
721,Building,2023-05-12,254381,283653
722,Land,2013-10-01,342091,531639
723,Vehicle,2021-07-18,42063,9286
724,Equipment,2019-06-29,8035,4093
725,Land,2019-06-29,438705,925534
726,IT Software,2019-02-16,3028,3859
727,Building,2014-12-08,466365,560729
728,Land,2016-01-21,261048,585630
729,Building,2013-10-28,142880,232830
730,Vehicle,2022-08-06,38026,6529
731,IT Software,2013-09-10,18726,19364
732,Equipment,2021-08-10,5917,3568
733,Building,2023-06-26,662047,754731
734,IT Software,2018-05-24,14345,14590
735,Building,2021-01-19,270119,293612
736,IT Software,2015-09-28,8708,9530
737,Vehicle,2015-05-29,13314,7710
738,Vehicle,2014-08-28,14291,9618
739,IT Software,2014-05-16,13397,14190
740,Building,2016-01-16,134593,148672
741,Equipment,2013-11-22,6834,3963
742,Land,2020-02-13,248907,387518
743,Land,2023-07-10,237032,722344
744,Land,2015-03-16,412451,833975
745,IT Software,2020-04-11,13764,14433
746,Building,2020-04-18,936623,962174
747,Building,2015-01-08,170854,211030
748,Vehicle,2013-08-23,32478,5012
749,Land,2015-08-23,259043,734680
750,Equipment,2014-06-27,8957,2340
751,Land,2021-07-20,188933,466757
752,Equipment,2022-10-02,7861,3152
753,Vehicle,2014-09-08,22363,5570
754,Vehicle,2016-04-13,18405,9764
755,Vehicle,2022-03-07,14859,6207
756,Equipment,2022-06-09,8310,4764
757,Vehicle,2016-02-02,48345,9542
758,Land,2014-12-15,134823,333409
759,Building,2019-04-11,867888,940271
760,Vehicle,2017-10-07,18233,5507
761,Land,2022-01-07,399366,527178
762,Land,2014-10-30,175603,526189
763,Equipment,2013-08-23,7864,3336
764,IT Software,2018-07-01,9292,9639
765,Land,2016-07-02,410152,838171
766,IT Software,2021-10-26,15057,15492
767,Equipment,2019-06-05,6824,1962
768,Equipment,2016-08-15,7669,1843
769,Vehicle,2023-07-05,28982,9317
770,Equipment,2017-09-03,8962,4050
771,Land,2017-08-27,256880,674298
772,Vehicle,2018-01-29,25083,9749
773,Land,2016-11-10,135888,510779
774,Land,2023-06-03,403529,726403
775,Vehicle,2017-11-24,27904,9040
776,IT Software,2015-02-24,1430,1882
777,Vehicle,2017-04-10,34288,8545
778,Building,2019-04-12,768968,831834
779,Building,2019-02-25,606764,664945
780,Vehicle,2021-05-08,27380,6010
781,Equipment,2019-11-14,6638,4134
782,Equipment,2022-11-24,8086,3147
783,IT Software,2017-12-06,6455,6532
784,IT Software,2014-03-29,15729,15843
785,Equipment,2016-02-12,7425,3662
786,Equipment,2020-12-05,6433,1902
787,Vehicle,2013-09-24,36601,8081
788,Building,2021-11-21,620339,636651
789,IT Software,2021-12-01,1039,1562
790,Vehicle,2022-07-05,29167,5077
791,IT Software,2019-09-30,15736,15997
792,IT Software,2022-06-05,3976,4361
793,Vehicle,2020-05-06,33362,8339
794,Equipment,2019-10-15,9273,3981
795,Building,2014-04-11,435220,455264
796,Vehicle,2015-03-09,41007,5157
797,Vehicle,2017-04-20,14204,7111
798,Vehicle,2019-01-14,46999,6926
799,IT Software,2015-07-28,5419,5550
800,IT Software,2022-12-31,10061,10480
801,IT Software,2014-07-26,15852,16305
802,Land,2019-08-08,150121,433841
803,Building,2017-07-04,921429,984250
804,Vehicle,2017-09-18,22835,5123
805,Equipment,2019-11-17,7389,2095
806,Building,2017-04-26,268663,327159
807,Equipment,2015-01-23,9192,2497
808,Building,2022-09-07,727199,800354
809,Land,2021-04-03,111198,555669
810,Building,2019-02-05,700694,754421
811,Vehicle,2016-03-28,31822,5139
812,IT Software,2019-06-18,16728,17257
813,Land,2014-09-30,118109,375070
814,IT Software,2016-05-06,8530,9419
815,Land,2022-06-29,432530,718824
816,Building,2017-10-29,581587,635540
817,Building,2020-06-24,490680,539177
818,Building,2020-11-23,155014,186789
819,Land,2022-07-02,136728,311149
820,Land,2021-02-14,422747,543545
821,Building,2014-05-09,323703,422664
822,IT Software,2018-03-30,5705,6461
823,Building,2014-10-04,588945,624264
824,IT Software,2021-06-18,12668,12761
825,Vehicle,2021-05-17,37536,8210
826,Building,2022-12-01,953553,1041641
827,IT Software,2013-08-25,2024,2812
828,Building,2017-01-07,596886,651494
829,IT Software,2017-05-19,17912,18434
830,Equipment,2022-02-23,5523,3219
831,Land,2020-08-01,358605,470433
832,Land,2017-05-02,198293,364876
833,Land,2015-04-10,103200,547737
834,Vehicle,2019-04-22,26553,5519
835,Land,2023-03-13,499704,694250
836,Vehicle,2013-08-12,22566,8658
837,IT Software,2023-02-17,5012,5152
838,Land,2019-02-07,151687,342469
839,Building,2021-01-22,975251,1013347
840,Land,2019-06-11,372082,562206
841,Vehicle,2015-05-01,22945,5262
842,Vehicle,2013-12-09,43399,9511
843,Building,2021-07-12,653852,712317
844,Building,2021-08-30,786829,800891
845,Building,2014-12-30,659896,742324
846,Equipment,2022-01-31,7681,3760
847,IT Software,2015-07-07,5780,6307
848,Land,2014-03-28,485697,645616
849,Equipment,2019-09-24,5027,1667
850,Equipment,2013-12-29,8438,2058
851,Equipment,2023-04-17,7701,3407
852,Equipment,2018-10-14,7496,4514
853,Equipment,2015-01-28,8525,1314
854,IT Software,2022-12-31,4943,5325
855,Building,2017-05-10,726172,782301
856,IT Software,2020-10-22,13431,14277
857,Vehicle,2017-08-19,28619,5496
858,Land,2015-12-09,345493,718172
859,Vehicle,2014-08-12,16269,5382
860,Equipment,2013-11-22,7833,1457
861,IT Software,2020-11-28,11201,11526
862,Vehicle,2017-03-19,40385,9432
863,Land,2014-06-05,370156,755599
864,Equipment,2015-10-21,8477,2541
865,Building,2015-12-15,582716,640214
866,Vehicle,2017-02-04,36474,8015
867,Equipment,2018-06-01,9094,4218
868,IT Software,2021-04-03,4670,5616
869,Building,2019-09-26,976270,1053445
870,Land,2022-02-04,367251,823602
871,IT Software,2016-04-28,6723,6830
872,Equipment,2014-12-11,5753,3209
873,Vehicle,2017-08-09,33184,8747
874,Equipment,2019-04-24,6101,4728
875,Land,2022-12-24,482568,792588
876,Vehicle,2017-01-19,15595,5392
877,IT Software,2016-04-11,6588,7101
878,Land,2019-08-11,409573,699603
879,Vehicle,2017-07-30,10911,6942
880,Building,2016-06-24,828260,877796
881,IT Software,2017-11-06,9469,9819
882,Equipment,2022-11-25,6717,3172
883,Building,2021-08-13,771568,848547
884,Vehicle,2019-05-13,38870,9677
885,IT Software,2015-07-26,19597,19735
886,Vehicle,2019-11-06,39572,8243
887,Vehicle,2017-08-30,31115,6875
888,IT Software,2021-08-15,6590,7586
889,Building,2021-05-13,823689,875381
890,IT Software,2017-12-02,19471,20397
891,Land,2021-10-25,485720,867415
892,Land,2013-07-30,497664,719241
893,IT Software,2023-05-04,16638,16721
894,Equipment,2020-12-01,9810,3240
895,IT Software,2020-06-30,5068,5572
896,Land,2021-03-10,477848,974338
897,Land,2019-02-18,335297,666625
898,IT Software,2018-07-26,15258,15861
899,Vehicle,2019-03-09,48223,8730
900,Vehicle,2017-04-04,16143,8359
901,Vehicle,2021-02-12,38040,9565
902,Vehicle,2017-03-21,36352,6707
903,IT Software,2017-06-07,10177,10707
904,Land,2018-07-05,377924,858371
905,Building,2022-04-13,798121,872538
906,Building,2014-06-06,782558,812308
907,Building,2017-07-02,201133,283083
908,IT Software,2023-07-01,12898,13166
909,Building,2021-07-30,907165,1005133
910,Vehicle,2018-06-16,25830,8479
911,Vehicle,2022-08-15,46060,8005
912,Vehicle,2020-01-25,12934,9437
913,Equipment,2014-06-20,8059,1501
914,Equipment,2017-11-20,6532,4620
915,Equipment,2022-03-25,6294,4706
916,IT Software,2016-07-26,11445,12304
917,Equipment,2016-02-25,7923,3032
918,IT Software,2022-02-09,12354,13011
919,Vehicle,2015-09-23,27965,5795
920,Land,2020-11-21,227353,391515
921,Building,2018-10-31,365000,444416
922,Land,2022-11-17,483928,817088
923,IT Software,2022-06-10,15531,15812
924,Land,2022-05-08,163991,432445
925,Vehicle,2020-11-24,15187,8084
926,IT Software,2019-09-15,7778,8283
927,Building,2015-07-26,315397,348958
928,Vehicle,2021-11-18,25558,7721
929,Equipment,2014-01-27,7368,2903
930,Building,2019-03-03,241515,253150
931,IT Software,2015-01-02,11310,12078
932,IT Software,2020-08-15,10680,11619
933,Land,2020-03-10,257354,685169
934,Building,2018-08-25,486451,507389
935,Equipment,2021-10-19,9611,4337
936,Equipment,2015-03-30,7722,1678
937,Building,2020-07-12,404119,440750
938,Land,2018-11-03,139952,448768
939,Equipment,2022-09-30,9520,2938
940,Equipment,2017-12-16,5802,1589
941,Land,2019-06-30,117677,503554
942,Vehicle,2015-05-28,37547,5125
943,Land,2013-10-06,185047,583104
944,Equipment,2016-06-03,7593,1093
945,Equipment,2017-12-23,6328,4360
946,Equipment,2020-05-13,8372,2781
947,Land,2020-08-28,327258,473475
948,Building,2021-02-26,953589,1038195
949,Building,2017-07-26,138292,169238
950,Equipment,2022-09-07,9738,1094
951,Vehicle,2019-11-29,21678,9465
952,Equipment,2020-06-30,7778,4321
953,Land,2022-07-29,428295,750985
954,Land,2018-05-16,447589,849522
955,Land,2019-07-03,200704,593114
956,Building,2016-03-30,226392,242377
957,Land,2018-11-14,152150,456211
958,IT Software,2022-04-26,2937,3325
959,Land,2021-03-29,463950,914460
960,IT Software,2018-02-23,10856,11172
961,Building,2014-02-16,927465,970111
962,IT Software,2022-03-31,18178,18781
963,IT Software,2018-11-11,12576,13009
964,IT Software,2022-06-14,8202,8558
965,Equipment,2018-05-19,7547,3210
966,Land,2020-04-27,136230,512468
967,Building,2018-02-28,195749,247284
968,Land,2020-06-07,376741,829767
969,Land,2014-06-24,194369,665838
970,Land,2018-11-11,251451,748603
971,Building,2018-12-28,162601,193207
972,Equipment,2017-04-23,9563,4336
973,Land,2020-06-25,360701,841842
974,Equipment,2018-01-10,8048,1578
975,Land,2017-11-09,184768,345813
976,Equipment,2017-10-14,9212,3978
977,IT Software,2023-06-11,9246,10166
978,Vehicle,2017-08-23,42468,7330
979,IT Software,2022-04-27,8999,9866
980,Vehicle,2019-07-28,22435,7058
981,IT Software,2014-01-27,2583,2729
982,Building,2016-07-13,289772,312124
983,Building,2017-08-21,548120,582865
984,Land,2013-11-05,289348,654714
985,Vehicle,2013-08-13,24686,8936
986,Building,2020-08-15,887919,917626
987,Land,2019-01-19,442647,716095
988,Equipment,2020-04-27,6076,1277
989,Equipment,2019-06-14,7999,3641
990,Equipment,2021-02-17,5169,2385
991,IT Software,2015-11-07,4158,4585
992,Equipment,2014-04-04,5129,1570
993,Vehicle,2020-09-28,25873,7553
994,Vehicle,2021-05-25,42023,7490
995,Land,2017-01-13,407475,785494
996,Vehicle,2020-05-15,17347,6854
997,Building,2020-05-02,247616,304280
998,Land,2020-12-03,354597,543421
999,Building,2022-08-01,428722,511363
1000,Land,2014-11-26,135267,599676
1001,Building,2015-05-27,382111,403118
1002,Land,2018-08-11,365404,473986
1003,Land,2021-10-16,472053,921400
1004,Land,2018-03-10,388022,552800
1005,Vehicle,2013-09-27,16992,8175
1006,Building,2016-03-18,335988,367737
1007,IT Software,2019-02-25,12806,13770
1008,Vehicle,2023-02-22,19203,8349
1009,Land,2017-06-19,238628,676830
1010,Vehicle,2018-07-29,46098,7614
1011,IT Software,2013-11-28,15389,15919
1012,Land,2013-09-21,303081,475276
1013,Building,2013-12-19,230163,261220
1014,Building,2018-07-13,493226,511947
1015,Equipment,2016-05-04,9491,2657
1016,Land,2022-12-14,382280,666268
1017,Vehicle,2016-03-11,26564,9401
1018,IT Software,2015-09-03,8490,8990
1019,IT Software,2017-10-19,5368,5624
1020,IT Software,2017-08-02,6421,6773
1021,Land,2018-09-09,206942,463238
1022,Equipment,2023-05-16,9838,4312
1023,Equipment,2014-07-08,9733,4736
1024,Building,2017-04-02,255790,339285
1025,Building,2022-09-15,134292,193889
1026,Building,2018-08-05,269013,339196
1027,Equipment,2017-06-08,7358,2220
1028,Vehicle,2020-05-18,31667,9050
1029,Land,2014-04-18,333593,578165
1030,Land,2021-06-04,431442,916387
1031,IT Software,2021-06-05,15931,16400
1032,Equipment,2020-11-13,6983,2048
1033,Land,2018-04-27,285121,489022
1034,Equipment,2021-10-14,7028,3405
1035,Equipment,2016-10-14,7865,4303
1036,Building,2016-04-08,867055,931686
1037,Equipment,2021-07-04,7253,3181
1038,Equipment,2020-06-03,6070,3456
1039,IT Software,2019-10-09,7842,8516
1040,IT Software,2018-06-28,7045,7566
1041,Vehicle,2017-02-03,13258,5121
1042,Land,2017-03-16,291346,443417
1043,Equipment,2022-08-16,9040,1893
1044,Land,2016-02-11,377172,553793
1045,Land,2018-06-27,443640,904721
1046,Building,2019-01-05,229380,267353
1047,Land,2023-02-16,372009,525359
1048,Land,2018-10-08,334869,570352
1049,Building,2015-01-29,383772,413779
1050,IT Software,2015-01-23,19084,19196
1051,Land,2022-03-07,232840,558702
1052,Building,2019-12-17,355678,423191
1053,IT Software,2016-11-27,19378,19872
1054,Vehicle,2021-12-12,43038,5353
1055,Vehicle,2015-12-19,15755,9774
1056,Building,2014-10-22,236458,326343
1057,Equipment,2021-05-30,8245,3793
1058,Vehicle,2013-07-30,20809,6683
1059,Land,2016-09-11,289905,665407
1060,Vehicle,2019-04-02,41240,7926
1061,Equipment,2017-05-30,6760,3636
1062,IT Software,2022-02-08,17338,17580
1063,Building,2018-06-18,468414,518827
1064,Vehicle,2022-04-01,42051,5531
1065,Equipment,2023-01-21,9964,1636
1066,Equipment,2021-10-23,5559,1703
1067,Land,2016-01-14,167531,529417
1068,Building,2015-09-09,728915,813474
1069,Equipment,2016-05-10,7365,3298
1070,Building,2021-02-24,196781,208074
1071,Vehicle,2021-01-19,37407,5222
1072,Building,2022-06-27,463988,549394
1073,Land,2015-09-18,327202,671235
1074,Equipment,2021-07-02,7508,4664
1075,Building,2014-04-24,918607,948103
1076,IT Software,2020-05-29,2414,2717
1077,Land,2013-08-04,202394,647054
1078,Equipment,2018-05-03,6508,3643
1079,IT Software,2023-05-04,5619,6145
1080,Equipment,2020-02-09,5786,3844
1081,IT Software,2016-01-08,17308,18074
1082,Equipment,2015-06-24,7151,4064
1083,IT Software,2020-01-27,19481,20179
1084,Equipment,2017-11-27,8652,3936
1085,Building,2013-10-19,115989,211275
1086,IT Software,2013-12-01,18380,18986
1087,Equipment,2018-12-12,7506,4772
1088,Equipment,2016-02-04,6248,3169
1089,Equipment,2017-12-21,5056,4083
1090,Vehicle,2015-12-13,14931,8396
1091,Vehicle,2023-06-01,21489,6750
1092,Equipment,2014-12-22,6898,1199
1093,Vehicle,2023-01-06,45426,8682
1094,Vehicle,2021-12-09,24202,5984
1095,Equipment,2015-09-30,7375,4522
1096,Vehicle,2022-10-26,21560,7304
1097,Vehicle,2016-12-16,11522,8219
1098,Land,2019-02-06,210199,602562
1099,Equipment,2017-03-23,8238,1988
1100,IT Software,2022-07-30,1780,2072
1101,Building,2020-03-17,887018,917983
1102,Vehicle,2020-07-14,35235,6175
1103,Land,2022-11-19,310234,654015
1104,Vehicle,2022-05-25,30715,8460
1105,Land,2015-01-23,481978,792037
1106,IT Software,2016-11-01,1633,2155
1107,Building,2017-01-30,927527,984682
1108,Vehicle,2015-02-13,41990,5798
1109,IT Software,2016-12-30,11106,11423
1110,Land,2020-05-31,205559,538560
1111,Equipment,2015-11-20,8144,3269
1112,IT Software,2018-08-18,10357,11143
1113,Building,2017-04-30,168016,241340
1114,Equipment,2022-01-13,7280,4971
1115,Building,2017-09-19,444734,514792
1116,Land,2022-02-11,297868,703686
1117,Equipment,2015-04-04,5053,4284
1118,IT Software,2017-04-05,6282,7207
1119,Equipment,2014-10-09,7569,3232
1120,Vehicle,2015-09-25,38134,7145
1121,IT Software,2023-06-26,1678,1962
1122,Building,2022-10-03,516112,564816
1123,Building,2014-11-22,442328,540653
1124,Vehicle,2015-02-24,17937,5488
1125,Land,2018-04-25,277526,405662
1126,Building,2019-12-14,914344,998676
1127,Equipment,2023-07-08,8859,3880
1128,IT Software,2022-04-03,7683,8446
1129,Equipment,2021-08-15,7362,2955
1130,Land,2022-06-05,308599,791405
1131,IT Software,2016-07-21,8467,9450
1132,Building,2020-11-21,501549,544381
1133,IT Software,2016-07-08,18306,18886
1134,Equipment,2016-09-28,9753,1625
1135,Equipment,2018-12-31,5653,1154
1136,Land,2016-04-27,286573,767005
1137,Building,2022-03-09,990993,1082727
1138,IT Software,2021-01-27,4015,4880
1139,Equipment,2020-11-15,8344,3309
1140,Equipment,2020-01-10,6705,3181
1141,Building,2015-06-20,793861,860353
1142,Building,2015-01-01,438938,470195
1143,Equipment,2014-01-02,9077,1049
1144,Vehicle,2017-05-07,38374,6190
1145,Building,2018-01-27,168374,266418
1146,Vehicle,2015-12-03,38754,6792
1147,Vehicle,2020-03-19,13642,5307
1148,Land,2021-01-21,199775,338870
1149,Vehicle,2020-11-11,21662,8199
1150,Land,2021-12-19,434962,713636
1151,Vehicle,2021-09-10,31368,7056
1152,Building,2019-12-16,381243,465460
1153,Vehicle,2021-08-21,21014,9009
1154,IT Software,2013-09-02,3619,4191
1155,IT Software,2021-08-14,14873,15617
1156,Equipment,2017-12-01,8130,4069
1157,Equipment,2014-12-12,9163,1893
1158,IT Software,2020-07-10,8292,8347
1159,IT Software,2018-02-17,10334,10955
1160,IT Software,2020-06-28,8549,8816
1161,IT Software,2021-01-28,11510,12077
1162,Land,2013-09-09,245903,404187
1163,Equipment,2023-04-01,5435,3835
1164,Building,2022-01-28,882421,976492
1165,Land,2017-11-26,464109,632704
1166,Vehicle,2017-04-04,46061,5564
1167,Vehicle,2015-07-29,27287,6557
1168,Land,2020-07-17,166185,374021
1169,Building,2023-02-20,929483,996559
1170,Land,2014-11-20,194042,324681
1171,Land,2018-12-20,365607,736933
1172,Building,2017-07-23,611195,676705
1173,Vehicle,2015-03-31,45056,8332
1174,Vehicle,2014-11-27,48689,5834
1175,Vehicle,2015-02-26,48110,8218
1176,Land,2020-11-08,396504,892510
1177,IT Software,2017-01-16,17065,17730
1178,Equipment,2021-11-16,8394,3338
1179,Building,2015-08-19,437002,472183
1180,Building,2016-01-30,831398,896515
1181,IT Software,2020-06-13,11362,11367
1182,IT Software,2018-12-04,5051,5839
1183,Land,2022-05-19,304845,760102
1184,Land,2017-06-17,163854,363238
1185,Vehicle,2013-12-28,36976,8867
1186,Vehicle,2018-06-02,18383,8983
1187,Equipment,2016-11-19,8190,4896
1188,Land,2014-05-12,244389,381333
1189,Land,2014-05-27,197321,540084
1190,Land,2020-07-21,118155,279801
1191,Equipment,2021-11-01,7265,3671
1192,IT Software,2023-03-15,14492,15226
1193,Equipment,2021-06-06,6888,3037
1194,Building,2017-11-26,506007,534290
1195,IT Software,2019-07-31,7493,7924
1196,IT Software,2018-12-02,11734,12599
1197,Equipment,2014-04-21,6109,3180
1198,Building,2017-10-26,917862,935835
1199,Land,2021-11-12,211610,409908
1200,IT Software,2016-05-04,15784,16053
1201,Building,2013-09-03,848080,891754
1202,Equipment,2013-09-18,6973,1140
1203,Building,2014-10-11,314270,368700
1204,Land,2019-11-13,323270,486627
1205,Equipment,2022-11-15,5778,3715
1206,Land,2020-01-17,259266,558510
1207,Vehicle,2019-02-26,34144,9441
1208,Building,2017-12-29,392849,488261
1209,Equipment,2020-05-25,9147,1847
1210,Equipment,2019-01-07,8451,1454
1211,Land,2021-07-28,143968,625436
1212,Vehicle,2019-03-06,38842,8169
1213,Equipment,2017-04-07,9224,4804
1214,Vehicle,2014-06-27,31289,6199
1215,IT Software,2022-07-22,19667,20513
1216,IT Software,2018-01-01,11753,12260
1217,Land,2013-12-15,133449,356591
1218,Vehicle,2015-03-31,32918,7640
1219,IT Software,2021-08-04,16675,17186
1220,Vehicle,2018-04-20,48027,9158
1221,Vehicle,2021-01-23,26204,8382
1222,Land,2019-03-19,103300,222224
1223,IT Software,2017-08-09,18529,18656
1224,Land,2019-03-09,126653,393426
1225,Vehicle,2016-05-18,17294,9388
1226,IT Software,2013-12-15,10316,11064
1227,Equipment,2015-06-26,7770,3657
1228,Equipment,2021-02-23,9300,3772
1229,Building,2018-07-13,582112,629780
1230,Vehicle,2021-02-07,46531,6803
1231,Vehicle,2013-10-30,11592,9912
1232,IT Software,2021-10-31,1535,1744
1233,Equipment,2021-05-10,8355,2259
1234,Vehicle,2017-10-23,49651,7664
1235,Building,2019-02-11,181500,255727
1236,Equipment,2017-12-28,6931,4556
1237,Building,2022-04-29,471600,506590
1238,IT Software,2021-08-12,18708,19544
1239,Equipment,2021-06-07,6812,1338
1240,Land,2016-08-23,388736,505701
1241,Vehicle,2020-05-02,15247,6053
1242,Equipment,2018-03-29,6546,2450
1243,Equipment,2016-06-18,8595,4080
1244,Building,2017-03-27,107981,206004
1245,Building,2020-01-16,930000,944446
1246,Building,2019-01-04,620024,658006
1247,Vehicle,2020-12-28,41698,7283
1248,Building,2023-06-04,729460,757695
1249,IT Software,2019-10-21,4255,4806
1250,Equipment,2021-06-12,7289,4783
1251,Vehicle,2020-01-25,12241,8780
1252,Equipment,2013-10-12,6491,2767
