expense_id,expense_date,expense_amount,description,department_id
573,2023-05-10,6949,expense related to checking account,1
574,2020-05-08,8889,expense related to back-office operations,5
575,2020-03-19,1964,expense related to financial planning,4
576,2021-11-03,2554,expense related to commercial loans,2
577,2020-06-09,6748,expense related to investment management,4
578,2021-04-13,6700,expense related to compliance monitoring,6
579,2021-01-03,3043,expense related to trade finance,2
580,2020-08-21,4163,expense related to liquidity management,7
581,2020-11-08,3955,expense related to capital market operations,3
582,2023-06-29,8188,expense related to trading operations,7
583,2022-01-11,6480,expense related to back-office operations,5
584,2020-04-27,2004,expense related to liquidity management,7
585,2020-07-01,3495,expense related to treasury activities,7
586,2023-02-19,1178,expense related to capital market operations,3
587,2022-09-30,8641,expense related to market research,9
588,2021-10-24,2227,expense related to compliance monitoring,6
589,2023-03-10,5106,expense related to market research,9
590,2022-05-02,9653,expense related to personalized advisory services for affluent customers,4
591,2022-04-26,5579,expense related to cybersecurity measures,5
592,2020-04-06,4200,expense related to mergers and acquisitions,3
593,2020-03-21,4463,expense related to investment management,4
594,2023-06-18,7886,expense related to trading operations,7
595,2022-08-18,8118,expense related to investment management,4
596,2020-03-23,1014,expense related to trade finance,2
597,2022-01-27,2490,expense related to personalized advisory services for affluent customers,4
598,2022-04-26,5388,expense related to trade finance,2
599,2022-11-07,2428,expense related to liquidity management,7
600,2021-07-24,1298,expense related to mergers and acquisitions,3
601,2020-09-09,7300,expense related to checking account,1
602,2022-03-07,1432,expense related to treasury activities,7
603,2019-08-17,9520,expense related to technology upgrades,5
604,2019-11-24,8849,expense related to commercial loans,2
605,2022-09-27,3326,expense related to financial planning,4
606,2020-07-29,7760,expense related to treasury activities,7
607,2019-08-08,1061,expense related to checking account,1
608,2022-08-22,9384,expense related to employee recruitment,8
609,2020-07-27,3180,expense related to investment management,4
610,2021-09-26,1882,expense related to savings account,1
611,2022-09-28,3221,expense related to trading operations,7
612,2022-05-08,4396,expense related to checking account,1
613,2020-04-03,2193,expense related to risk assessment,6
614,2019-10-06,7861,expense related to training and development,8
615,2022-12-31,8784,expense related to commercial loans,2
616,2021-06-17,3516,expense related to cash management for businesses,2
617,2022-08-13,4899,expense related to capital market operations,3
618,2019-11-10,4234,expense related to trade finance,2
619,2022-10-22,4437,expense related to back-office operations,5
620,2019-08-29,5233,expense related to credit cards,1
621,2019-09-23,1349,expense related to investment management,4
622,2023-04-10,6685,expense related to training and development,8
623,2021-11-12,2419,expense related to internal controls,6
624,2020-07-05,1528,expense related to liquidity management,7
625,2023-04-01,9927,expense related to internal controls,6
626,2022-02-12,1915,expense related to employee recruitment,8
627,2023-06-08,4177,expense related to compliance monitoring,6
628,2019-11-15,4460,expense related to cybersecurity measures,5
629,2021-06-08,2159,expense related to financial planning,4
630,2019-10-05,4334,expense related to training and development,8
631,2022-08-16,2895,expense related to trading operations,7
632,2022-10-16,5790,expense related to commercial loans,2
633,2023-03-08,6813,expense related to capital market operations,3
634,2020-10-01,4778,expense related to compliance monitoring,6
635,2023-02-05,2644,expense related to training and development,8
636,2021-08-12,1790,expense related to cash management for businesses,2
637,2021-04-06,4022,expense related to cash management for businesses,2
638,2023-03-28,2213,expense related to marketing campaigns,9
639,2022-04-04,4817,expense related to performance management,8
640,2020-12-02,1653,expense related to compliance monitoring,6
641,2021-03-13,3951,expense related to capital market operations,3
642,2020-08-02,9418,expense related to back-office operations,5
643,2021-02-02,4832,expense related to risk assessment,6
644,2021-10-02,4881,expense related to marketing campaigns,9
645,2020-03-31,8402,expense related to cybersecurity measures,5
646,2020-11-18,1295,expense related to employee recruitment,8
647,2023-05-24,7593,expense related to credit cards,1
648,2021-10-20,7244,expense related to performance management,8
649,2023-04-15,5940,expense related to commercial loans,2
650,2020-09-04,3067,expense related to capital market operations,3
651,2022-08-09,6584,expense related to capital market operations,3
652,2021-01-08,6775,expense related to checking account,1
653,2023-01-18,6251,expense related to checking account,1
654,2022-01-24,2531,expense related to liquidity management,7
655,2020-09-19,7264,expense related to savings account,1
656,2019-10-18,6220,expense related to back-office operations,5
657,2022-07-02,1572,expense related to mergers and acquisitions,3
658,2022-04-25,3872,expense related to mergers and acquisitions,3
659,2022-06-24,5689,expense related to checking account,1
660,2020-03-27,8161,expense related to capital market operations,3
661,2019-12-01,9920,expense related to cash management for businesses,2
662,2020-01-03,4971,expense related to personalized advisory services for affluent customers,4
663,2021-01-11,4255,expense related to capital market operations,3
664,2023-03-02,7341,expense related to performance management,8
665,2020-12-30,6299,expense related to personalized advisory services for affluent customers,4
666,2021-01-04,9943,expense related to trade finance,2
667,2022-07-27,6476,expense related to capital market operations,3
668,2019-09-13,3015,expense related to internal controls,6
669,2021-04-19,6997,expense related to commercial loans,2
670,2023-01-19,8557,expense related to mergers and acquisitions,3
671,2021-09-20,4245,expense related to internal controls,6
672,2023-03-06,5031,expense related to performance management,8
673,2021-10-23,6801,expense related to cash management for businesses,2
674,2021-01-31,2575,expense related to performance management,8
675,2021-07-05,2084,expense related to internal controls,6
676,2022-05-03,2715,expense related to checking account,1
677,2023-01-05,4351,expense related to risk assessment,6
678,2022-08-09,5366,expense related to cybersecurity measures,5
679,2020-06-13,7971,expense related to back-office operations,5
680,2023-06-18,3578,expense related to savings account,1
681,2020-06-17,8889,expense related to savings account,1
682,2020-10-10,5845,expense related to personalized advisory services for affluent customers,4
683,2023-05-11,1873,expense related to marketing campaigns,9
684,2021-07-17,9103,expense related to market research,9
685,2023-03-30,1671,expense related to liquidity management,7
686,2022-03-11,8241,expense related to trade finance,2
687,2022-11-11,2244,expense related to capital market operations,3
688,2019-11-25,9537,expense related to technology upgrades,5
689,2021-06-10,1563,expense related to training and development,8
690,2021-12-28,9703,expense related to trade finance,2
691,2022-01-02,5127,expense related to credit cards,1
692,2023-03-11,7894,expense related to treasury activities,7
693,2023-02-02,2687,expense related to savings account,1
694,2022-06-21,4980,expense related to financial planning,4
695,2020-11-24,5185,expense related to cybersecurity measures,5
696,2021-10-20,1883,expense related to mergers and acquisitions,3
697,2021-07-20,2468,expense related to cybersecurity measures,5
698,2021-01-03,5089,expense related to employee recruitment,8
699,2023-04-22,6849,expense related to cybersecurity measures,5
700,2022-07-03,8001,expense related to training and development,8
701,2021-12-25,9736,expense related to financial planning,4
702,2022-08-31,3410,expense related to treasury activities,7
703,2021-12-06,3717,expense related to back-office operations,5
704,2021-10-05,7838,expense related to trading operations,7
705,2019-12-22,6692,expense related to compliance monitoring,6
706,2020-02-07,5619,expense related to customer acquisition strategies,9
707,2019-10-10,8752,expense related to financial planning,4
708,2023-05-19,3473,expense related to cash management for businesses,2
709,2021-05-16,7369,expense related to internal controls,6
710,2021-12-29,2000,expense related to checking account,1
711,2020-01-19,6529,expense related to internal controls,6
712,2020-03-25,7049,expense related to market research,9
713,2021-06-25,7020,expense related to cash management for businesses,2
714,2021-04-29,4732,expense related to mergers and acquisitions,3
